Variable,Index,Run,Cycle,Iteration,Distance,SolutionIndex,SolutionID,Schedulability,Satisfaction,DeadlineMiss,Rank,CrowdingDistance
2,3,1,1000,2,1.730004e+03,0,9293,-2.331985e+05,36.0,4983,0,Infinity
2,3,1,1000,2,1.730004e+03,1,5041,-1.729801e+03,-77.0,0,0,Infinity
2,3,1,1000,2,1.730004e+03,2,9394,-9.599025e+04,27.0,4325,0,0.9093326006426677
2,3,1,1000,2,1.730004e+03,3,6165,-5.958759e+04,18.0,3895,0,0.43320964039476395
2,3,1,1000,2,1.730004e+03,4,8692,-1.729824e+03,-61.0,0,0,0.36288154152019186
2,3,1,1000,2,1.730004e+03,5,9696,-1.741301e+03,-36.0,3,0,0.3455115505414535
2,3,1,1000,2,1.730004e+03,6,9808,-3.258690e+04,9.0,3570,0,0.28833574350470503
2,3,1,1000,2,1.730004e+03,7,10009,-1.817506e+03,-22.0,117,0,0.24410623550325108
2,3,1,1000,2,1.730004e+03,8,9533,-2.937573e+03,-9.0,3161,0,0.22937214094180916
2,3,1,1000,2,1.730004e+03,9,8659,-2.623244e+04,-8.0,343,0,0.19534387882918441
2,3,32,0,0,1.731638e+03,0,1,-1.731153e+03,-77.0,0,0,Infinity
2,3,32,1000,2,1.730095e+03,0,9522,-2.332189e+05,36.0,4983,0,Infinity
2,3,32,1000,2,1.730095e+03,1,7691,-1.729678e+03,-74.0,0,0,Infinity
2,3,32,1000,2,1.730095e+03,2,5678,-9.599025e+04,27.0,4325,0,0.9136975140613306
2,3,32,1000,2,1.730095e+03,3,9858,-5.958782e+04,18.0,3895,0,0.31632767743653706
2,3,32,1000,2,1.730095e+03,4,9955,-1.802427e+03,-20.0,67,0,0.3142146260977849
2,3,32,1000,2,1.730095e+03,5,9540,-1.751521e+03,-43.0,23,0,0.3094037269803708
2,3,32,1000,2,1.730095e+03,6,9960,-3.181761e+04,6.0,1690,0,0.30315010832908795
2,3,32,1000,2,1.730095e+03,7,8296,-1.730013e+03,-54.0,0,0,0.2819125432875985
2,3,32,1000,2,1.730095e+03,8,8826,-2.624350e+04,-8.0,377,0,0.2611211085086803
2,3,32,1000,2,1.730095e+03,9,9910,-5.853942e+04,10.0,1093,0,0.22905420804460574
2,3,16,0,0,1.731638e+03,0,1,-1.731153e+03,-77.0,0,0,Infinity
2,3,16,1000,2,1.730005e+03,0,9682,-1.729630e+03,-72.0,0,0,Infinity
2,3,16,1000,2,1.730005e+03,1,6663,-2.331985e+05,36.0,4983,0,Infinity
2,3,16,1000,2,1.730005e+03,2,9820,-9.599025e+04,27.0,4325,0,0.725335838492575
2,3,16,1000,2,1.730005e+03,3,9765,-1.734800e+03,-47.0,0,0,0.43549702038526084
2,3,16,1000,2,1.730005e+03,4,9847,-5.905528e+04,16.0,3126,0,0.391158894355913
2,3,16,1000,2,1.730005e+03,5,9967,-1.801811e+03,-25.0,149,0,0.3570481235666826
2,3,16,1000,2,1.730005e+03,6,9854,-3.263195e+04,9.0,3640,0,0.2851203069095518
2,3,16,1000,2,1.730005e+03,7,9985,-2.937575e+03,-9.0,3161,0,0.2630491656448281
2,3,16,1000,2,1.730005e+03,8,9793,-9.531107e+04,22.0,2674,0,0.26141960090073874
2,3,16,1000,2,1.730005e+03,9,5884,-2.625459e+04,-8.0,518,0,0.1888028633501525
2,3,42,0,0,1.731638e+03,0,1,-1.731153e+03,-77.0,0,0,Infinity
2,3,42,1000,2,1.730095e+03,0,9043,-2.331985e+05,36.0,4983,0,Infinity
2,3,42,1000,2,1.730095e+03,1,8252,-1.729678e+03,-74.0,0,0,Infinity
2,3,42,1000,2,1.730095e+03,2,7674,-9.599025e+04,27.0,4325,0,0.7417437402155269
2,3,42,1000,2,1.730095e+03,3,9738,-5.958979e+04,18.0,3895,0,0.3704003381637375
2,3,42,1000,2,1.730095e+03,4,9405,-1.738636e+03,-55.0,0,0,0.3637281137492475
2,3,42,1000,2,1.730095e+03,5,9866,-1.750915e+03,-34.0,17,0,0.34678271802366484
2,3,42,1000,2,1.730095e+03,6,7820,-3.258690e+04,9.0,3570,0,0.30095056655863994
2,3,42,1000,2,1.730095e+03,7,9474,-9.517615e+04,20.0,2216,0,0.23907675713824939
2,3,42,1000,2,1.730095e+03,8,9855,-2.046066e+03,-17.0,825,0,0.23239937252131937
2,3,42,1000,2,1.730095e+03,9,8254,-2.633370e+04,-8.0,791,0,0.18925493439174224
2,3,13,0,0,1.731638e+03,0,1,-1.731153e+03,-77.0,0,0,Infinity
2,3,13,1000,2,1.729855e+03,0,8832,-2.331985e+05,36.0,4983,0,Infinity
2,3,13,1000,2,1.729855e+03,1,8272,-2.331985e+05,36.0,4983,0,Infinity
2,3,13,1000,2,1.729855e+03,2,5487,-1.729762e+03,-54.0,0,0,Infinity
2,3,13,1000,2,1.729855e+03,3,7424,-9.599025e+04,27.0,4325,0,0.9742241195360163
2,3,13,1000,2,1.729855e+03,4,8808,-5.913357e+04,16.0,3503,0,0.4739086801437983
2,3,13,1000,2,1.729855e+03,5,9670,-1.779863e+03,-25.0,76,0,0.46062084108299584
2,3,13,1000,2,1.729855e+03,6,9719,-3.258895e+04,9.0,3584,0,0.3615935650496179
2,3,13,1000,2,1.729855e+03,7,9508,-1.767173e+03,-50.0,42,0,0.32243867045391106
2,3,13,1000,2,1.729855e+03,8,7303,-2.939628e+03,-9.0,3175,0,0.2949711057037684
2,3,13,1000,2,1.729855e+03,9,9556,-2.687346e+04,-4.0,2750,0,0.21590925440350472
2,3,14,0,0,1.731638e+03,0,1,-1.731153e+03,-77.0,0,0,Infinity
2,3,14,1000,2,1.730052e+03,0,7797,-2.331985e+05,36.0,4983,0,Infinity
2,3,14,1000,2,1.730052e+03,1,5843,-2.331985e+05,36.0,4983,0,Infinity
2,3,14,1000,2,1.730052e+03,2,4642,-1.729678e+03,-72.0,0,0,Infinity
2,3,14,1000,2,1.730052e+03,3,4993,-9.599026e+04,27.0,4325,0,0.9167068382874173
2,3,14,1000,2,1.730052e+03,4,9958,-5.958759e+04,18.0,3895,0,0.4705837668955195
2,3,14,1000,2,1.730052e+03,5,9838,-3.207261e+04,6.0,3057,0,0.38475917319182995
2,3,14,1000,2,1.730052e+03,6,9999,-1.730316e+03,-67.0,0,0,0.30556453178900433
2,3,14,1000,2,1.730052e+03,7,9044,-1.731755e+03,-38.0,0,0,0.27778399474096405
2,3,14,1000,2,1.730052e+03,8,9993,-2.625181e+04,-8.0,531,0,0.26475909420398586
2,3,14,1000,2,1.730052e+03,9,9943,-1.836312e+03,-23.0,337,0,0.2644686852050075
2,2,44,0,0,3.923012e+03,0,1,-3.922818e+03,3.0,0,0,Infinity
2,2,44,1000,2,3.915595e+03,0,9791,-3.915472e+03,-5.0,0,0,Infinity
2,2,44,1000,2,3.915595e+03,1,9283,-5.028898e+03,36.0,3000,0,Infinity
2,2,44,1000,2,3.915595e+03,2,8331,-3.915472e+03,-5.0,0,0,Infinity
2,2,44,1000,2,3.915595e+03,3,6513,-4.027877e+03,27.0,320,0,0.9478265943395184
2,2,44,1000,2,3.915595e+03,4,9098,-4.027877e+03,27.0,320,0,0.25612249942145965
2,2,44,1000,2,3.915595e+03,5,9808,-3.934950e+03,12.0,0,0,0.23793480426199246
2,2,44,1000,2,3.915595e+03,6,9215,-3.915472e+03,4.0,0,0,0.22026136999846455
2,2,44,1000,2,3.915595e+03,7,8746,-3.916306e+03,9.0,0,0,0.21261525970894088
2,2,44,1000,2,3.915595e+03,8,9820,-3.940899e+03,19.0,0,0,0.18838193186558594
2,2,44,1000,2,3.915595e+03,9,10009,-3.983627e+03,24.0,0,0,0.1878486757579068
2,2,50,0,0,3.923012e+03,0,1,-3.922818e+03,3.0,0,0,Infinity
2,2,50,1000,2,3.915595e+03,0,9629,-5.028622e+03,36.0,3000,0,Infinity
2,2,50,1000,2,3.915595e+03,1,8303,-3.915472e+03,-5.0,0,0,Infinity
2,2,50,1000,2,3.915595e+03,2,7993,-5.028622e+03,36.0,3000,0,Infinity
2,2,50,1000,2,3.915595e+03,3,6716,-3.915472e+03,-5.0,0,0,Infinity
2,2,50,1000,2,3.915595e+03,4,4135,-4.027384e+03,27.0,320,0,0.9482440387984844
2,2,50,1000,2,3.915595e+03,5,9425,-3.915472e+03,4.0,0,0,0.3487543298050519
2,2,50,1000,2,3.915595e+03,6,9097,-3.936673e+03,18.0,0,0,0.268791879089204
2,2,50,1000,2,3.915595e+03,7,7416,-4.027384e+03,27.0,320,0,0.24732587275359974
2,2,50,1000,2,3.915595e+03,8,9987,-3.931775e+03,12.0,0,0,0.23126673681535542
2,2,50,1000,2,3.915595e+03,9,9988,-3.959481e+03,22.0,0,0,0.22440902182750871
2,2,10,0,0,3.923012e+03,0,1,-3.922818e+03,3.0,0,0,Infinity
2,2,10,1000,2,3.915595e+03,0,8823,-3.915472e+03,-5.0,0,0,Infinity
2,2,10,1000,2,3.915595e+03,1,6653,-5.028622e+03,36.0,3000,0,Infinity
2,2,10,1000,2,3.915595e+03,2,4542,-3.915472e+03,-5.0,0,0,Infinity
2,2,10,1000,2,3.915595e+03,3,5803,-4.027384e+03,27.0,320,0,0.9482440378915888
2,2,10,1000,2,3.915595e+03,4,8428,-3.915472e+03,4.0,0,0,0.3520068141951965
2,2,10,1000,2,3.915595e+03,5,9915,-3.927209e+03,11.0,0,0,0.3361186275114863
2,2,10,1000,2,3.915595e+03,6,9895,-3.936673e+03,17.0,0,0,0.29732229653609205
2,2,10,1000,2,3.915595e+03,7,9617,-3.959523e+03,22.0,0,0,0.24852268900660288
2,2,10,1000,2,3.915595e+03,8,9550,-4.027384e+03,27.0,320,0,0.24760245021225544
2,2,10,1000,2,3.915595e+03,9,4692,-3.915472e+03,-3.0,0,0,0.21951219537806663
2,2,22,0,0,3.923012e+03,0,1,-3.922818e+03,3.0,0,0,Infinity
2,2,22,1000,2,3.915595e+03,0,9825,-3.915472e+03,-5.0,0,0,Infinity
2,2,22,1000,2,3.915595e+03,1,9784,-5.028622e+03,36.0,3000,0,Infinity
2,2,22,1000,2,3.915595e+03,2,7692,-5.028622e+03,36.0,3000,0,Infinity
2,2,22,1000,2,3.915595e+03,3,7824,-4.027384e+03,27.0,320,0,0.9970245256964668
2,2,22,1000,2,3.915595e+03,4,9477,-4.027384e+03,27.0,320,0,0.27886877062105403
2,2,22,1000,2,3.915595e+03,5,3871,-3.915472e+03,4.0,0,0,0.25175613374870326
2,2,22,1000,2,3.915595e+03,6,9538,-3.961312e+03,23.0,0,0,0.23026957156625605
2,2,22,1000,2,3.915595e+03,7,8429,-3.931215e+03,12.0,0,0,0.22728638140400517
2,2,22,1000,2,3.915595e+03,8,9045,-3.936673e+03,18.0,0,0,0.22197833763717836
2,2,22,1000,2,3.915595e+03,9,9909,-3.915472e+03,-3.0,0,0,0.21951219537806663
2,2,31,0,0,3.923012e+03,0,1,-3.922818e+03,3.0,0,0,Infinity
2,2,31,1000,2,3.915595e+03,0,9383,-3.915472e+03,-5.0,0,0,Infinity
2,2,31,1000,2,3.915595e+03,1,9262,-5.028687e+03,36.0,3000,0,Infinity
2,2,31,1000,2,3.915595e+03,2,8023,-5.028687e+03,36.0,3000,0,Infinity
2,2,31,1000,2,3.915595e+03,3,729,-3.915472e+03,-5.0,0,0,Infinity
2,2,31,1000,2,3.915595e+03,4,7713,-4.027384e+03,27.0,320,0,0.9726401688610343
2,2,31,1000,2,3.915595e+03,5,3826,-3.915472e+03,4.0,0,0,0.3483304119676873
2,2,31,1000,2,3.915595e+03,6,9208,-3.923117e+03,9.0,0,0,0.3117272683728174
2,2,31,1000,2,3.915595e+03,7,9138,-3.936673e+03,16.0,0,0,0.27477355300701534
2,2,31,1000,2,3.915595e+03,8,8270,-4.027384e+03,27.0,320,0,0.2645171321261475
2,2,31,1000,2,3.915595e+03,9,9639,-3.977284e+03,24.0,0,0,0.25791440274962885
2,2,15,0,0,3.923012e+03,0,1,-3.922818e+03,3.0,0,0,Infinity
2,2,15,1000,2,3.915687e+03,0,9763,-5.028622e+03,36.0,3000,0,Infinity
2,2,15,1000,2,3.915687e+03,1,9272,-5.028622e+03,36.0,3000,0,Infinity
2,2,15,1000,2,3.915687e+03,2,9035,-3.915472e+03,5.0,0,0,Infinity
2,2,15,1000,2,3.915687e+03,3,9166,-4.027384e+03,27.0,320,0,0.9639796793494353
2,2,15,1000,2,3.915687e+03,4,9187,-4.027384e+03,27.0,320,0,0.3234776503448994
2,2,15,1000,2,3.915687e+03,5,9317,-3.934946e+03,12.0,0,0,0.3086222648619922
2,2,15,1000,2,3.915687e+03,6,9980,-3.959383e+03,22.0,0,0,0.232247414563149
2,2,15,1000,2,3.915687e+03,7,8559,-3.936673e+03,18.0,0,0,0.21395049759174004
2,2,15,1000,2,3.915687e+03,8,9406,-3.916302e+03,9.0,0,0,0.14578053879899663
2,2,15,1000,2,3.915687e+03,9,9479,-3.990478e+03,25.0,0,0,0.13956615898027588
2,2,41,0,0,3.923012e+03,0,1,-3.922818e+03,3.0,0,0,Infinity
2,2,41,1000,2,3.915611e+03,0,9111,-3.915472e+03,-3.0,0,0,Infinity
2,2,41,1000,2,3.915611e+03,1,8903,-5.029114e+03,36.0,3000,0,Infinity
2,2,41,1000,2,3.915611e+03,2,4189,-3.915472e+03,-3.0,0,0,Infinity
2,2,41,1000,2,3.915611e+03,3,9647,-4.027877e+03,27.0,320,0,1.2521244155247384
2,2,41,1000,2,3.915611e+03,4,9213,-3.915472e+03,6.0,0,0,0.30888613813663457
2,2,41,1000,2,3.915611e+03,5,9836,-3.936743e+03,18.0,0,0,0.2491398136499693
2,2,41,1000,2,3.915611e+03,6,4609,-3.931215e+03,12.0,0,0,0.24867600729154246
2,2,41,1000,2,3.915611e+03,7,9988,-3.977355e+03,24.0,0,0,0.22227386544321642
2,2,41,1000,2,3.915611e+03,8,9887,-3.951673e+03,21.0,0,0,0.19031343904708448
2,2,41,1000,2,3.915611e+03,9,9726,-3.916802e+03,9.0,0,0,0.1679820982968854
2,2,48,0,0,3.923012e+03,0,1,-3.922818e+03,3.0,0,0,Infinity
2,2,48,1000,2,3.915595e+03,0,9971,-3.915472e+03,-5.0,0,0,Infinity
2,2,48,1000,2,3.915595e+03,1,8684,-5.028636e+03,36.0,3000,0,Infinity
2,2,48,1000,2,3.915595e+03,2,6372,-3.915472e+03,-5.0,0,0,Infinity
2,2,48,1000,2,3.915595e+03,3,8370,-4.027388e+03,27.0,320,0,1.2326568725854978
2,2,48,1000,2,3.915595e+03,4,9885,-3.936673e+03,16.0,0,0,0.2597333672928946
2,2,48,1000,2,3.915595e+03,5,9987,-3.948293e+03,21.0,0,0,0.23610279074038343
2,2,48,1000,2,3.915595e+03,6,8190,-3.915472e+03,4.0,0,0,0.22609442631615462
2,2,48,1000,2,3.915595e+03,7,10008,-3.982291e+03,24.0,0,0,0.21739561630691173
2,2,48,1000,2,3.915595e+03,8,9947,-3.930671e+03,11.0,0,0,0.20758493449209586
2,2,48,1000,2,3.915595e+03,9,9739,-3.922799e+03,8.0,0,0,0.18438534609611296
2,2,12,0,0,3.923012e+03,0,1,-3.922818e+03,3.0,0,0,Infinity
2,2,12,1000,2,3.915595e+03,0,9691,-5.028622e+03,36.0,3000,0,Infinity
2,2,12,1000,2,3.915595e+03,1,9300,-3.915472e+03,-5.0,0,0,Infinity
2,2,12,1000,2,3.915595e+03,2,7821,-3.915472e+03,-5.0,0,0,Infinity
2,2,12,1000,2,3.915595e+03,3,7004,-5.028622e+03,36.0,3000,0,Infinity
2,2,12,1000,2,3.915595e+03,4,7374,-4.027384e+03,27.0,320,0,0.9970245256965456
2,2,12,1000,2,3.915595e+03,5,9896,-3.936770e+03,17.0,0,0,0.39663060391559357
2,2,12,1000,2,3.915595e+03,6,8725,-3.915472e+03,4.0,0,0,0.34598787710335605
2,2,12,1000,2,3.915595e+03,7,9718,-3.920509e+03,9.0,0,0,0.3362060879522286
2,2,12,1000,2,3.915595e+03,8,9949,-3.981918e+03,23.0,0,0,0.3253059714609635
2,2,12,1000,2,3.915595e+03,9,9915,-4.027384e+03,27.0,320,0,0.2603569932845047
2,2,6,0,0,3.923012e+03,0,1,-3.922818e+03,3.0,0,0,Infinity
2,2,6,1000,2,3.915595e+03,0,10003,-5.028622e+03,36.0,3000,0,Infinity
2,2,6,1000,2,3.915595e+03,1,9921,-5.028622e+03,36.0,3000,0,Infinity
2,2,6,1000,2,3.915595e+03,2,8943,-3.915472e+03,-5.0,0,0,Infinity
2,2,6,1000,2,3.915595e+03,3,7291,-3.915472e+03,-5.0,0,0,Infinity
2,2,6,1000,2,3.915595e+03,4,9994,-4.027384e+03,27.0,320,0,0.9726342827009098
2,2,6,1000,2,3.915595e+03,5,10004,-4.027384e+03,27.0,320,0,0.26274660754501605
2,2,6,1000,2,3.915595e+03,6,9046,-3.919976e+03,10.0,0,0,0.2620919036042288
2,2,6,1000,2,3.915595e+03,7,9937,-3.979258e+03,24.0,0,0,0.245534234876352
