Variable,Index,Run,Cycle,Iteration,Distance,SolutionIndex,SolutionID,Schedulability,Satisfaction,DeadlineMiss,Rank,CrowdingDistance
2000,8,44,1000,2,6.359554e+02,3,9935,-6.994262e+02,17.0,230,0,0.5002271806024993
2000,8,44,1000,2,6.359554e+02,4,9902,-6.354182e+02,1.0,0,0,0.4354862010988797
2000,8,44,1000,2,6.359554e+02,5,9845,-7.327195e+02,23.0,490,0,0.4210598240750429
2000,8,44,1000,2,6.359554e+02,6,9920,-6.518363e+02,6.0,0,0,0.39282273649136334
2000,8,44,1000,2,6.359554e+02,7,9844,-6.628976e+02,11.0,0,0,0.37969711925624317
2000,8,44,1000,2,6.359554e+02,8,9024,-6.772015e+02,16.0,130,0,0.36011295592777726
2000,8,44,1000,2,6.359554e+02,9,9979,-7.386128e+02,25.0,500,0,0.25953178231157764
2000,8,50,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,50,1000,2,6.354499e+02,0,9331,-6.353486e+02,-62.0,0,0,Infinity
2000,8,50,1000,2,6.354499e+02,1,9022,-7.966640e+02,36.0,940,0,Infinity
2000,8,50,1000,2,6.354499e+02,2,8073,-6.353861e+02,-27.0,0,0,0.5111252455570349
2000,8,50,1000,2,6.354499e+02,3,9674,-7.602489e+02,27.0,610,0,0.5019561777969584
2000,8,50,1000,2,6.354499e+02,4,8477,-6.772015e+02,16.0,130,0,0.41410500623829805
2000,8,50,1000,2,6.354499e+02,5,10007,-6.537439e+02,10.0,0,0,0.40005406845878694
2000,8,50,1000,2,6.354499e+02,6,8708,-7.354436e+02,24.0,490,0,0.36837326990291036
2000,8,50,1000,2,6.354499e+02,7,8690,-6.353635e+02,-49.0,0,0,0.35737540467384604
2000,8,50,1000,2,6.354499e+02,8,7348,-6.355121e+02,1.0,0,0,0.29793687011726283
2000,8,50,1000,2,6.354499e+02,9,7215,-7.090229e+02,17.0,450,0,0.2586855407741621
2000,8,10,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,10,1000,2,6.355745e+02,0,9301,-6.353471e+02,-19.0,0,0,Infinity
2000,8,10,1000,2,6.355745e+02,1,5249,-7.964984e+02,36.0,940,0,Infinity
2000,8,10,1000,2,6.355745e+02,2,7633,-7.602077e+02,27.0,610,0,0.6048807583026449
2000,8,10,1000,2,6.355745e+02,3,9826,-7.195217e+02,18.0,490,0,0.4663009272082554
2000,8,10,1000,2,6.355745e+02,4,8696,-6.824766e+02,16.0,150,0,0.4529481353051663
2000,8,10,1000,2,6.355745e+02,5,9469,-7.341814e+02,24.0,490,0,0.4161072518246171
2000,8,10,1000,2,6.355745e+02,6,9838,-6.611786e+02,13.0,30,0,0.38566454314331144
2000,8,10,1000,2,6.355745e+02,7,8733,-6.466964e+02,7.0,30,0,0.37771313845935023
2000,8,10,1000,2,6.355745e+02,8,9734,-6.354700e+02,1.0,0,0,0.3607647257276253
2000,8,10,1000,2,6.355745e+02,9,8017,-6.354391e+02,-9.0,0,0,0.21867151293218418
2000,8,22,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,22,1000,2,6.354883e+02,0,8912,-6.353553e+02,-23.0,0,0,Infinity
2000,8,22,1000,2,6.354883e+02,1,6324,-7.965137e+02,36.0,940,0,Infinity
2000,8,22,1000,2,6.354883e+02,2,9573,-7.602454e+02,27.0,610,0,0.5865338800475886
2000,8,22,1000,2,6.354883e+02,3,9824,-7.156393e+02,18.0,300,0,0.48302758519867495
2000,8,22,1000,2,6.354883e+02,4,9766,-6.787749e+02,16.0,140,0,0.46269623279344985
2000,8,22,1000,2,6.354883e+02,5,9866,-6.574610e+02,12.0,0,0,0.4506503536737936
2000,8,22,1000,2,6.354883e+02,6,9445,-7.347668e+02,24.0,490,0,0.4293261489283621
2000,8,22,1000,2,6.354883e+02,7,8988,-6.355316e+02,-10.0,0,0,0.42701008739011687
2000,8,22,1000,2,6.354883e+02,8,9810,-6.389268e+02,4.0,0,0,0.3033774183156105
2000,8,22,1000,2,6.354883e+02,9,9890,-6.358841e+02,2.0,0,0,0.25835552393277317
2000,8,31,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,31,1000,2,6.357052e+02,0,7670,-6.355282e+02,-21.0,0,0,Infinity
2000,8,31,1000,2,6.357052e+02,1,3961,-7.967110e+02,36.0,940,0,Infinity
2000,8,31,1000,2,6.357052e+02,2,9754,-7.602058e+02,27.0,610,0,0.6355968817076196
2000,8,31,1000,2,6.357052e+02,3,10004,-7.310247e+02,23.0,490,0,0.4346361488859593
2000,8,31,1000,2,6.357052e+02,4,9178,-6.355460e+02,-8.0,0,0,0.4110286808185866
2000,8,31,1000,2,6.357052e+02,5,9980,-6.395681e+02,1.0,0,0,0.3653490395008423
2000,8,31,1000,2,6.357052e+02,6,9863,-6.763857e+02,15.0,110,0,0.34034303609729416
2000,8,31,1000,2,6.357052e+02,7,8637,-7.155999e+02,18.0,300,0,0.30130358112670863
2000,8,31,1000,2,6.357052e+02,8,9685,-6.994264e+02,17.0,230,0,0.2959217270252038
2000,8,31,1000,2,6.357052e+02,9,9988,-6.520174e+02,7.0,0,0,0.27364248448696105
2000,8,15,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,15,1000,2,6.355743e+02,0,7163,-6.353469e+02,-19.0,0,0,Infinity
2000,8,15,1000,2,6.355743e+02,1,7092,-7.966733e+02,36.0,940,0,Infinity
2000,8,15,1000,2,6.355743e+02,2,9514,-7.602077e+02,27.0,610,0,0.5671753388981798
2000,8,15,1000,2,6.355743e+02,3,9767,-6.421825e+02,3.0,0,0,0.45442484542590483
2000,8,15,1000,2,6.355743e+02,4,7648,-6.353790e+02,-8.0,0,0,0.44237130685920145
2000,8,15,1000,2,6.355743e+02,5,9948,-6.588252e+02,9.0,40,0,0.42532239930581217
2000,8,15,1000,2,6.355743e+02,6,10008,-7.022248e+02,17.0,250,0,0.41714761353390484
2000,8,15,1000,2,6.355743e+02,7,9933,-6.755998e+02,15.0,120,0,0.414472051938941
2000,8,15,1000,2,6.355743e+02,8,9970,-7.282307e+02,20.0,490,0,0.36372897533572157
2000,8,15,1000,2,6.355743e+02,9,10010,-7.374382e+02,25.0,500,0,0.3254861942799222
2000,8,41,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,41,1000,2,6.355220e+02,0,9312,-7.964570e+02,36.0,940,0,Infinity
2000,8,41,1000,2,6.355220e+02,1,7929,-6.353450e+02,-21.0,0,0,Infinity
2000,8,41,1000,2,6.355220e+02,2,6703,-7.602058e+02,27.0,610,0,0.6066318823835388
2000,8,41,1000,2,6.355220e+02,3,9895,-6.817720e+02,15.0,140,0,0.5142899804382204
2000,8,41,1000,2,6.355220e+02,4,9934,-7.215509e+02,18.0,490,0,0.47362297465966036
2000,8,41,1000,2,6.355220e+02,5,9832,-7.354661e+02,23.0,490,0,0.397820389650579
2000,8,41,1000,2,6.355220e+02,6,10009,-6.584783e+02,11.0,0,0,0.3943844093680771
2000,8,41,1000,2,6.355220e+02,7,8789,-6.353635e+02,-11.0,0,0,0.38626640749338265
2000,8,41,1000,2,6.355220e+02,8,8296,-6.353936e+02,1.0,0,0,0.34980736441266946
2000,8,41,1000,2,6.355220e+02,9,9839,-6.436707e+02,6.0,0,0,0.3187225071404778
2000,8,48,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,48,1000,2,6.353936e+02,0,9901,-6.353551e+02,-43.0,0,0,Infinity
2000,8,48,1000,2,6.353936e+02,1,9756,-7.967474e+02,36.0,940,0,Infinity
2000,8,48,1000,2,6.353936e+02,2,9226,-6.353892e+02,-10.0,0,0,0.570993871700019
2000,8,48,1000,2,6.353936e+02,3,9244,-7.602454e+02,27.0,610,0,0.4994471801541924
2000,8,48,1000,2,6.353936e+02,4,9910,-6.536340e+02,9.0,10,0,0.41799051632123196
2000,8,48,1000,2,6.353936e+02,5,9393,-6.764790e+02,15.0,110,0,0.39131071737472123
2000,8,48,1000,2,6.353936e+02,6,7184,-6.355767e+02,2.0,0,0,0.353552681569655
2000,8,48,1000,2,6.353936e+02,7,9606,-7.024880e+02,16.0,210,0,0.3084427718677503
2000,8,48,1000,2,6.353936e+02,8,9926,-7.386128e+02,25.0,500,0,0.2766576812421026
2000,8,48,1000,2,6.353936e+02,9,9785,-7.221734e+02,17.0,490,0,0.2204520366588119
