Variable,Run,TestID,SolutionIndex,SolutionID,Schedulability,Satisfaction,DeadlineMiss,Rank,CrowdDistance
UAV,44,1,0,0,-839.7175749043938,10.0,50,0,0.0
UAV,44,1,1,1,-839.3165023509955,-41.0,38,0,0.0
UAV,44,1,2,2,-839.7175749043938,10.0,50,0,0.0
UAV,44,1,3,3,-839.5069917047689,-11.0,11,0,0.0
UAV,44,1,4,4,-839.6525013223505,3.0,23,0,0.0
UAV,44,1,5,5,-839.4466353350193,-14.0,55,0,0.0
UAV,44,1,6,6,-839.4491317375887,-23.0,7,0,0.0
UAV,44,1,7,7,-839.3379051504199,-32.0,38,0,0.0
UAV,44,1,8,8,-839.6165635776975,-3.0,2,0,0.0
UAV,44,1,9,9,-839.6165635776975,-3.0,2,0,0.0
UAV,50,1,0,0,-839.720887945864,10.0,0,0,0.0
UAV,50,1,1,1,-839.3165023509955,-41.0,38,0,0.0
UAV,50,1,2,2,-839.720887945864,10.0,0,0,0.0
UAV,50,1,3,3,-839.6706061151328,4.0,0,0,0.0
UAV,50,1,4,4,-839.6093342500161,-4.0,0,0,0.0
UAV,50,1,5,5,-839.5729356834437,-9.0,5,0,0.0
UAV,50,1,6,6,-839.4725398962532,-15.0,23,0,0.0
UAV,50,1,7,7,-839.4384282681345,-28.0,29,0,0.0
UAV,50,1,8,8,-839.3781171003823,-35.0,15,0,0.0
UAV,50,1,9,9,-839.4410753115677,-20.0,13,0,0.0
UAV,10,1,0,0,-839.7175749043938,10.0,50,0,0.0
UAV,10,1,1,1,-839.3513102547405,-34.0,38,0,0.0
UAV,10,1,2,2,-839.7175749043938,10.0,50,0,0.0
UAV,10,1,3,3,-839.3513102547405,-34.0,38,0,0.0
UAV,10,1,4,4,-839.6042018253165,-1.0,58,0,0.0
UAV,10,1,5,5,-839.5640703752792,-8.0,59,0,0.0
UAV,10,1,6,6,-839.4183071635481,-22.0,11,0,0.0
UAV,10,1,7,7,-839.4217631253238,-27.0,9,0,0.0
UAV,10,1,8,8,-839.5423264403428,-14.0,34,0,0.0
UAV,10,1,9,9,-839.4451456321491,-15.0,55,0,0.0
UAV,22,1,0,0,-839.7201600247979,10.0,0,0,0.0
UAV,22,1,1,1,-839.7201600247979,10.0,0,0,0.0
UAV,22,1,2,2,-839.3165023509955,-41.0,38,0,0.0
UAV,22,1,3,3,-839.4547251742788,-19.0,56,0,0.0
UAV,22,1,4,4,-839.363528615315,-30.0,38,0,0.0
UAV,22,1,5,5,-839.7153661171294,3.0,0,0,0.0
UAV,22,1,6,6,-839.5600589562846,-10.0,56,0,0.0
UAV,22,1,7,7,-839.4461509220316,-24.0,50,0,0.0
UAV,22,1,8,8,-839.6246444337102,-4.0,53,0,0.0
UAV,22,1,9,9,-839.5243062729231,-7.0,56,0,0.0
UAV,31,1,0,0,-839.716922767986,10.0,50,0,0.0
UAV,31,1,1,1,-839.3165023509955,-41.0,38,0,0.0
UAV,31,1,2,2,-839.3165023509955,-41.0,38,0,0.0
UAV,31,1,3,3,-839.716922767986,10.0,50,0,0.0
UAV,31,1,4,4,-839.4501286602888,-21.0,59,0,0.0
UAV,31,1,5,5,-839.409078406391,-32.0,18,0,0.0
UAV,31,1,6,6,-839.5259375239426,-12.0,0,0,0.0
UAV,31,1,7,7,-839.6560838601055,2.0,0,0,0.0
UAV,31,1,8,8,-839.7275195438516,4.0,0,0,0.0
UAV,31,1,9,9,-839.6797865809881,-10.0,0,0,0.0
UAV,15,1,0,0,-839.7175749043938,10.0,50,0,0.0
UAV,15,1,1,1,-839.3225937660908,-46.0,38,0,0.0
UAV,15,1,2,2,-839.7175749043938,10.0,50,0,0.0
UAV,15,1,3,3,-839.3947902905347,-28.0,34,0,0.0
UAV,15,1,4,4,-839.6877805339029,2.0,0,0,0.0
UAV,15,1,5,5,-839.4551979440856,-24.0,46,0,0.0
UAV,15,1,6,6,-839.5876109450894,-7.0,0,0,0.0
UAV,15,1,7,7,-839.5372890647693,-19.0,68,0,0.0
UAV,15,1,8,8,-839.6572780799983,-4.0,0,0,0.0
UAV,15,1,9,9,-839.4988861365044,-16.0,0,0,0.0
UAV,41,1,0,0,-839.7175749043938,10.0,50,0,0.0
UAV,41,1,1,1,-839.3165147262537,-40.0,38,0,0.0
UAV,41,1,2,2,-839.6163301254684,2.0,70,0,0.0
UAV,41,1,3,3,-839.4370023471516,-22.0,13,0,0.0
UAV,41,1,4,4,-839.5128651161538,-13.0,2,0,0.0
UAV,41,1,5,5,-839.3726411146447,-30.0,38,0,0.0
UAV,41,1,6,6,-839.3958397552299,-26.0,38,0,0.0
UAV,41,1,7,7,-839.6292337350416,-8.0,0,0,0.0
UAV,41,1,8,8,-839.5274810029073,-11.0,23,0,0.0
UAV,41,1,9,9,-839.6332691715014,-3.0,0,0,0.0
UAV,48,1,0,0,-839.7175749043938,10.0,50,0,0.0
UAV,48,1,1,1,-839.3165023509955,-41.0,38,0,0.0
UAV,48,1,2,2,-839.7175749043938,10.0,50,0,0.0
