Variable,Run,TestID,SolutionIndex,SolutionID,Schedulability,Satisfaction,DeadlineMiss,Rank,CrowdDistance
UAV,44,1,0,0,-789.8117948860894,-25.0,108,0,0.0
UAV,44,1,1,1,-789.8541785824867,10.0,0,0,0.0
UAV,44,1,2,2,-789.8399432117835,5.0,1000,0,0.0
UAV,44,1,3,3,-789.8156294207535,-14.0,15,0,0.0
UAV,44,1,4,4,-789.8331142547528,3.0,0,0,0.0
UAV,44,1,5,5,-789.825127688679,-10.0,5,0,0.0
UAV,44,1,6,6,-789.8241804162552,-2.0,0,0,0.0
UAV,44,1,7,7,-789.8103878349237,-18.0,1253,0,0.0
UAV,44,1,8,8,-789.81109059921,-22.0,137,0,0.0
UAV,44,1,9,9,-789.8292466071932,-3.0,1033,0,0.0
UAV,50,1,0,0,-789.8061349182822,-20.0,1146,0,0.0
UAV,50,1,1,1,-789.85903247815,10.0,0,0,0.0
UAV,50,1,2,2,-789.8406214547068,5.0,1000,0,0.0
UAV,50,1,3,3,-789.8059735319966,-16.0,1071,0,0.0
UAV,50,1,4,4,-789.8141519855465,-11.0,1071,0,0.0
UAV,50,1,5,5,-789.8327666118747,3.0,0,0,0.0
UAV,50,1,6,6,-789.8232856312858,-7.0,0,0,0.0
UAV,50,1,7,7,-789.8333762285255,-1.0,1071,0,0.0
UAV,50,1,8,8,-789.8273491981926,-2.0,1138,0,0.0
UAV,50,1,9,9,-789.8253092689745,-5.0,5,0,0.0
UAV,10,1,0,0,-789.7934181747864,-34.0,1234,0,0.0
UAV,10,1,1,1,-789.8541762196181,10.0,0,0,0.0
UAV,10,1,2,2,-789.8541762196181,10.0,0,0,0.0
UAV,10,1,3,3,-789.8476317437973,5.0,0,0,0.0
UAV,10,1,4,4,-789.8280549992351,-4.0,0,0,0.0
UAV,10,1,5,5,-789.8195398563522,-16.0,1131,0,0.0
UAV,10,1,6,6,-789.8191501627963,-11.0,1052,0,0.0
UAV,10,1,7,7,-789.794024739381,-30.0,1234,0,0.0
UAV,10,1,8,8,-789.8081021538381,-24.0,1128,0,0.0
UAV,10,1,9,9,-789.8225042026694,-6.0,0,0,0.0
