Variable,Run,TestID,SolutionIndex,SolutionID,Schedulability,Satisfaction,DeadlineMiss,Rank,CrowdDistance
UAV,44,1,0,0,-802.8022514709609,-25.0,13,0,0.0
UAV,44,1,1,1,-803.0527643416024,10.0,0,0,0.0
UAV,44,1,2,2,-803.0045435086972,5.0,20,0,0.0
UAV,44,1,3,3,-802.8392502639069,-14.0,4,0,0.0
UAV,44,1,4,4,-802.9657106699804,3.0,0,0,0.0
UAV,44,1,5,5,-802.8903168484874,-10.0,0,0,0.0
UAV,44,1,6,6,-802.9431158945774,-2.0,0,0,0.0
UAV,44,1,7,7,-802.8196949539382,-18.0,55,0,0.0
UAV,44,1,8,8,-802.8018141138535,-22.0,17,0,0.0
UAV,44,1,9,9,-802.9146672204128,-3.0,20,0,0.0
UAV,50,1,0,0,-802.8153667480265,-20.0,31,0,0.0
UAV,50,1,1,1,-803.0382070821797,10.0,0,0,0.0
UAV,50,1,2,2,-803.002110269784,5.0,20,0,0.0
UAV,50,1,3,3,-802.8580638885948,-16.0,22,0,0.0
UAV,50,1,4,4,-802.8947120525637,-11.0,22,0,0.0
UAV,50,1,5,5,-802.9722037443277,3.0,0,0,0.0
UAV,50,1,6,6,-802.886375956966,-7.0,0,0,0.0
UAV,50,1,7,7,-802.9663308654831,-1.0,22,0,0.0
UAV,50,1,8,8,-802.9179720490985,-2.0,52,0,0.0
UAV,50,1,9,9,-802.8952068017837,-5.0,0,0,0.0
UAV,10,1,0,0,-802.7519424161528,-34.0,47,0,0.0
UAV,10,1,1,1,-803.0526836171091,10.0,0,0,0.0
UAV,10,1,2,2,-803.0526836171091,10.0,0,0,0.0
UAV,10,1,3,3,-803.0252738483114,5.0,0,0,0.0
UAV,10,1,4,4,-802.9522607983722,-4.0,0,0,0.0
UAV,10,1,5,5,-802.8639692495846,-16.0,42,0,0.0
UAV,10,1,6,6,-802.8702008604089,-11.0,22,0,0.0
UAV,10,1,7,7,-802.7588818869037,-30.0,47,0,0.0
UAV,10,1,8,8,-802.8032417227892,-24.0,25,0,0.0
UAV,10,1,9,9,-802.9244948466609,-6.0,0,0,0.0
UAV,22,1,0,0,-802.7781073001677,-31.0,10,0,0.0
UAV,22,1,1,1,-803.0621440281891,10.0,0,0,0.0
UAV,22,1,2,2,-803.0621440281891,10.0,0,0,0.0
UAV,22,1,3,3,-802.8749641252699,-12.0,22,0,0.0
UAV,22,1,4,4,-802.9462471680343,0.0,20,0,0.0
UAV,22,1,5,5,-802.891831728322,-10.0,32,0,0.0
UAV,22,1,6,6,-802.9097927792525,-5.0,29,0,0.0
UAV,22,1,7,7,-802.8034632604364,-24.0,0,0,0.0
UAV,22,1,8,8,-803.004556668284,5.0,20,0,0.0
UAV,22,1,9,9,-802.831423934678,-17.0,22,0,0.0
UAV,31,1,0,0,-803.0402377296308,10.0,0,0,0.0
UAV,31,1,1,1,-802.8287168008602,-33.0,0,0,0.0
UAV,31,1,2,2,-802.9212689129731,-2.0,52,0,0.0
UAV,31,1,3,3,-802.8541237885023,-12.0,63,0,0.0
UAV,31,1,4,4,-802.8478424539594,-15.0,0,0,0.0
UAV,31,1,5,5,-802.988970367065,5.0,0,0,0.0
UAV,31,1,6,6,-802.9665702828802,2.0,20,0,0.0
UAV,31,1,7,7,-802.7920710712931,-25.0,41,0,0.0
UAV,31,1,8,8,-802.8031858173554,-22.0,41,0,0.0
UAV,31,1,9,9,-802.9605665456403,3.0,70,0,0.0
UAV,15,1,0,0,-802.8049701553482,-32.0,2,0,0.0
UAV,15,1,1,1,-803.0604184226681,10.0,20,0,0.0
UAV,15,1,2,2,-803.0021397215413,5.0,20,0,0.0
UAV,15,1,3,3,-802.9461266953406,0.0,20,0,0.0
UAV,15,1,4,4,-802.9098315685219,-5.0,52,0,0.0
UAV,15,1,5,5,-802.8756549993293,-10.0,52,0,0.0
UAV,15,1,6,6,-802.8364416230513,-14.0,69,0,0.0
UAV,15,1,7,7,-802.7947409306155,-21.0,66,0,0.0
UAV,15,1,8,8,-802.7889840400678,-28.0,1,0,0.0
UAV,15,1,9,9,-802.8349625859196,-17.0,24,0,0.0
UAV,41,1,0,0,-802.7740451491334,-28.0,43,0,0.0
UAV,41,1,1,1,-803.060367533212,10.0,20,0,0.0
UAV,41,1,2,2,-803.0069108800119,5.0,20,0,0.0
UAV,41,1,3,3,-802.8251329294883,-22.0,1,0,0.0
UAV,41,1,4,4,-802.9671348033302,0.0,20,0,0.0
UAV,41,1,5,5,-802.8618076064778,-12.0,2,0,0.0
UAV,41,1,6,6,-802.9527915171993,-5.0,20,0,0.0
UAV,41,1,7,7,-802.8913727023398,-7.0,52,0,0.0
UAV,41,1,8,8,-802.8192659549458,-16.0,66,0,0.0
UAV,41,1,9,9,-802.7919268601293,-21.0,56,0,0.0
UAV,48,1,0,0,-802.7910064428528,-28.0,2,0,0.0
UAV,48,1,1,1,-803.0639147136835,10.0,0,0,0.0
UAV,48,1,2,2,-803.0639147136835,10.0,0,0,0.0
UAV,48,1,3,3,-802.8492214120635,-16.0,33,0,0.0
UAV,48,1,4,4,-802.9936180986019,5.0,0,0,0.0
UAV,48,1,5,5,-802.8595412965419,-9.0,63,0,0.0
UAV,48,1,6,6,-802.9212565377148,-2.0,52,0,0.0
UAV,48,1,7,7,-802.897406569776,-6.0,4,0,0.0
UAV,48,1,8,8,-802.8151615201298,-20.0,22,0,0.0
UAV,48,1,9,9,-802.9657083931869,1.0,20,0,0.0
UAV,12,1,0,0,-802.8108943565568,-21.0,36,0,0.0
UAV,12,1,1,1,-803.0527818013811,10.0,0,0,0.0
UAV,12,1,2,2,-802.9258649356276,-1.0,0,0,0.0
UAV,12,1,3,3,-803.002110269784,5.0,20,0,0.0
UAV,12,1,4,4,-802.9125214343087,-5.0,22,0,0.0
UAV,12,1,5,5,-802.9751816316706,3.0,52,0,0.0
UAV,12,1,6,6,-802.8210815451556,-20.0,23,0,0.0
UAV,12,1,7,7,-802.8702427725776,-9.0,20,0,0.0
