TestID,Approach,Subject,Run,GD,GDP,HV,GS,CI,UNFR,SP,CS,CSunique
1,OPAM,CCS,1,0.012170,0.012170,0.676764,0.688688,0.000000,0.000000,0.144152,0.000000,0.000000
1,OPAM,CCS,2,0.013792,0.013792,0.703421,0.926620,0.000000,0.000000,0.115002,0.000000,0.000000
1,OPAM,CCS,3,0.023088,0.022254,0.629778,0.937722,0.000000,0.000000,0.091084,0.000000,0.000000
1,OPAM,CCS,4,0.009382,0.008313,0.688489,0.674483,0.000000,0.000000,0.142794,0.000000,0.000000
1,OPAM,CCS,5,0.014697,0.014697,0.688781,0.652525,0.011364,0.071429,0.112243,0.065217,0.071429
1,OPAM,CCS,6,0.019789,0.019191,0.662952,0.598555,0.000000,0.000000,0.145497,0.000000,0.000000
1,OPAM,CCS,7,0.019201,0.018186,0.694092,0.843147,0.012195,0.071429,0.085231,0.130435,0.071429
1,OPAM,CCS,8,0.012127,0.012127,0.695629,0.579095,0.000000,0.000000,0.054706,0.000000,0.000000
1,OPAM,CCS,9,0.030582,0.030582,0.596126,0.969966,0.000000,0.000000,0.218390,0.000000,0.000000
1,OPAM,CCS,10,0.025860,0.025342,0.677348,0.586295,0.023810,0.071429,0.117352,0.130435,0.071429
1,OPAM,CCS,11,0.029632,0.028123,0.648904,0.879531,0.000000,0.000000,0.080197,0.000000,0.000000
1,OPAM,CCS,12,0.013604,0.013604,0.698476,0.653737,0.020833,0.071429,0.087489,0.217391,0.071429
1,OPAM,CCS,13,0.019794,0.019794,0.657365,0.742850,0.000000,0.000000,0.070078,0.000000,0.000000
1,OPAM,CCS,14,0.031730,0.031730,0.629754,0.571073,0.000000,0.000000,0.018787,0.000000,0.000000
1,OPAM,CCS,15,0.016257,0.016257,0.629088,0.916433,0.000000,0.000000,0.047110,0.000000,0.000000
1,OPAM,CCS,16,0.019572,0.018581,0.638263,0.854141,0.000000,0.000000,0.154971,0.000000,0.000000
1,OPAM,CCS,17,0.018744,0.014564,0.694811,0.643550,0.010870,0.071429,0.083091,0.021739,0.071429
1,OPAM,CCS,18,0.014234,0.013554,0.687580,0.942228,0.000000,0.000000,0.107810,0.000000,0.000000
1,OPAM,CCS,19,0.016496,0.015913,0.624532,1.013661,0.000000,0.000000,0.042888,0.000000,0.000000
1,OPAM,CCS,20,0.011365,0.010500,0.696056,0.487802,0.000000,0.000000,0.087867,0.000000,0.000000
1,OPAM,CCS,21,0.022144,0.021389,0.657192,0.694571,0.037500,0.142857,0.078170,0.195652,0.142857
1,OPAM,CCS,22,0.012350,0.011559,0.706798,0.554495,0.012195,0.071429,0.060199,0.130435,0.071429
1,OPAM,CCS,23,0.027664,0.027664,0.599175,0.684481,0.059524,0.071429,0.083600,0.195652,0.071429
1,OPAM,CCS,24,0.023391,0.023391,0.677819,0.832701,0.010870,0.071429,0.080687,0.021739,0.071429
1,OPAM,CCS,25,0.017271,0.016715,0.631530,0.860178,0.000000,0.000000,0.066757,0.000000,0.000000
1,OPAM,CCS,26,0.027129,0.027054,0.684923,0.591371,0.012195,0.071429,0.088677,0.130435,0.071429
1,OPAM,CCS,27,0.012810,0.012682,0.656177,0.749771,0.022222,0.071429,0.033163,0.065217,0.071429
1,OPAM,CCS,28,0.029157,0.029157,0.649313,0.475760,0.022727,0.142857,0.078471,0.086957,0.142857
1,OPAM,CCS,29,0.010452,0.010452,0.671373,0.545986,0.013158,0.071429,0.204082,0.195652,0.071429
1,OPAM,CCS,30,0.015662,0.015009,0.691218,0.680140,0.035714,0.142857,0.077989,0.152174,0.142857
1,OPAM,CCS,31,0.011586,0.010739,0.699566,0.400940,0.010638,0.000000,0.038795,0.195652,0.000000
1,OPAM,CCS,32,0.027456,0.026507,0.626971,0.511153,0.000000,0.000000,0.135978,0.000000,0.000000
1,OPAM,CCS,33,0.025116,0.024760,0.697918,1.062866,0.034884,0.071429,0.131946,0.195652,0.071429
1,OPAM,CCS,34,0.009021,0.009021,0.704212,0.836672,0.023810,0.071429,0.100446,0.130435,0.071429
1,OPAM,CCS,35,0.018869,0.013885,0.628490,0.926497,0.010638,0.071429,0.055618,0.086957,0.071429
1,OPAM,CCS,36,0.013863,0.013164,0.635685,0.659397,0.000000,0.000000,0.050894,0.000000,0.000000
1,OPAM,CCS,37,0.021991,0.021556,0.649046,0.655583,0.010638,0.000000,0.061526,0.043478,0.000000
1,OPAM,CCS,38,0.016971,0.016971,0.662831,0.996291,0.020833,0.142857,0.063769,0.152174,0.142857
1,OPAM,CCS,39,0.015256,0.015256,0.678141,0.575076,0.000000,0.000000,0.203227,0.000000,0.000000
1,OPAM,CCS,40,0.029795,0.028809,0.637699,1.222590,0.000000,0.000000,0.178811,0.000000,0.000000
1,OPAM,CCS,41,0.019953,0.019953,0.690094,0.447406,0.010638,0.071429,0.115130,0.021739,0.071429
1,OPAM,CCS,42,0.011505,0.011505,0.693404,0.847328,0.012195,0.071429,0.117665,0.130435,0.071429
1,OPAM,CCS,43,0.011394,0.011394,0.681275,1.089510,0.000000,0.000000,0.072091,0.000000,0.000000
1,OPAM,CCS,44,0.039848,0.039403,0.633602,0.706931,0.000000,0.000000,0.188128,0.000000,0.000000
1,OPAM,CCS,45,0.027228,0.026861,0.629996,0.696525,0.000000,0.000000,0.066182,0.000000,0.000000
1,OPAM,CCS,46,0.014887,0.014238,0.698514,0.524735,0.012195,0.071429,0.095330,0.130435,0.071429
1,OPAM,CCS,47,0.014098,0.012687,0.605214,0.757051,0.000000,0.000000,0.026059,0.000000,0.000000
1,OPAM,CCS,48,0.008843,0.008843,0.677000,1.065358,0.023810,0.071429,0.013407,0.130435,0.071429
1,OPAM,CCS,49,0.026706,0.025998,0.698226,0.671184,0.010638,0.000000,0.083921,0.043478,0.000000
1,OPAM,CCS,50,0.014529,0.013804,0.657272,0.761263,0.000000,0.000000,0.068836,0.000000,0.000000
1,SEQ,CCS,1,0.065608,0.065590,0.504492,0.676112,0.000000,0.000000,0.067964,0.000000,0.000000
1,SEQ,CCS,2,0.073410,0.073410,0.462734,0.692996,0.000000,0.000000,0.060302,0.000000,0.000000
1,SEQ,CCS,3,0.068319,0.068319,0.498880,0.609971,0.000000,0.000000,0.081015,0.000000,0.000000
1,SEQ,CCS,4,0.075903,0.075892,0.450212,0.969061,0.000000,0.000000,0.083034,0.000000,0.000000
1,SEQ,CCS,5,0.068009,0.067990,0.467350,0.737091,0.000000,0.000000,0.059157,0.000000,0.000000
1,SEQ,CCS,6,0.065195,0.065195,0.497817,0.344185,0.000000,0.000000,0.063888,0.000000,0.000000
1,SEQ,CCS,7,0.060956,0.060937,0.526076,0.622601,0.000000,0.000000,0.089325,0.000000,0.000000
1,SEQ,CCS,8,0.068504,0.068493,0.518932,0.685201,0.010638,0.071429,0.072651,0.195652,0.071429
1,SEQ,CCS,9,0.066928,0.066910,0.502823,0.927732,0.000000,0.000000,0.078377,0.000000,0.000000
1,SEQ,CCS,10,0.075517,0.075517,0.446168,0.753289,0.000000,0.000000,0.082605,0.000000,0.000000
1,SEQ,CCS,11,0.065885,0.065885,0.507737,0.595936,0.000000,0.000000,0.069814,0.000000,0.000000
1,SEQ,CCS,12,0.070514,0.070508,0.458827,0.732589,0.000000,0.000000,0.083676,0.000000,0.000000
1,SEQ,CCS,13,0.076561,0.076550,0.452528,1.042959,0.000000,0.000000,0.080366,0.000000,0.000000
1,SEQ,CCS,14,0.063990,0.063977,0.499565,0.706661,0.000000,0.000000,0.078680,0.000000,0.000000
1,SEQ,CCS,15,0.075410,0.075404,0.449838,0.787002,0.000000,0.000000,0.076150,0.000000,0.000000
1,SEQ,CCS,16,0.059968,0.059954,0.503496,0.805779,0.000000,0.000000,0.083191,0.000000,0.000000
1,SEQ,CCS,17,0.067239,0.067227,0.465139,0.790283,0.000000,0.000000,0.064351,0.000000,0.000000
1,SEQ,CCS,18,0.067456,0.067456,0.506768,0.425634,0.000000,0.000000,0.088717,0.000000,0.000000
1,SEQ,CCS,19,0.068705,0.068692,0.454636,0.892525,0.000000,0.000000,0.057756,0.000000,0.000000
1,SEQ,CCS,20,0.071264,0.071258,0.500731,0.542911,0.000000,0.000000,0.077126,0.000000,0.000000
1,SEQ,CCS,21,0.074101,0.074096,0.453250,0.769447,0.000000,0.000000,0.077807,0.000000,0.000000
1,SEQ,CCS,22,0.067603,0.067603,0.483438,0.471272,0.000000,0.000000,0.064343,0.000000,0.000000
1,SEQ,CCS,23,0.072899,0.072899,0.456651,0.859844,0.000000,0.000000,0.074521,0.000000,0.000000
1,SEQ,CCS,24,0.065671,0.065658,0.515620,0.704267,0.000000,0.000000,0.068909,0.000000,0.000000
1,SEQ,CCS,25,0.076273,0.076273,0.432843,0.846004,0.000000,0.000000,0.075595,0.000000,0.000000
1,SEQ,CCS,26,0.076801,0.076796,0.448078,0.746504,0.000000,0.000000,0.071533,0.000000,0.000000
1,SEQ,CCS,27,0.059304,0.059297,0.532656,0.747432,0.000000,0.000000,0.084371,0.000000,0.000000
1,SEQ,CCS,28,0.071678,0.071666,0.505669,0.470934,0.000000,0.000000,0.079465,0.000000,0.000000
1,SEQ,CCS,29,0.071388,0.071364,0.448507,0.622718,0.000000,0.000000,0.063422,0.000000,0.000000
1,SEQ,CCS,30,0.065397,0.065397,0.584131,0.605009,0.010638,0.071429,0.107597,0.086957,0.071429
1,SEQ,CCS,31,0.064648,0.064636,0.513317,0.420370,0.000000,0.000000,0.069991,0.000000,0.000000
1,SEQ,CCS,32,0.069223,0.069211,0.503316,0.305406,0.000000,0.000000,0.078874,0.000000,0.000000
1,SEQ,CCS,33,0.064853,0.064834,0.510667,0.990989,0.000000,0.000000,0.081064,0.000000,0.000000
1,SEQ,CCS,34,0.068589,0.068584,0.501480,0.480994,0.000000,0.000000,0.083171,0.000000,0.000000
1,SEQ,CCS,35,0.069141,0.069129,0.503039,0.775816,0.000000,0.000000,0.074046,0.000000,0.000000
1,SEQ,CCS,36,0.069839,0.069839,0.504319,0.430984,0.000000,0.000000,0.069515,0.000000,0.000000
1,SEQ,CCS,37,0.058983,0.058968,0.524980,0.755906,0.000000,0.000000,0.080232,0.000000,0.000000
1,SEQ,CCS,38,0.069359,0.069359,0.473488,0.737436,0.000000,0.000000,0.079444,0.000000,0.000000
1,SEQ,CCS,39,0.068224,0.068206,0.511308,0.618840,0.000000,0.000000,0.064618,0.000000,0.000000
1,SEQ,CCS,40,0.066970,0.066964,0.499940,0.745683,0.000000,0.000000,0.084123,0.000000,0.000000
1,SEQ,CCS,41,0.066909,0.066909,0.464797,0.613310,0.000000,0.000000,0.078777,0.000000,0.000000
1,SEQ,CCS,42,0.080836,0.080832,0.432335,0.689886,0.000000,0.000000,0.087153,0.000000,0.000000
1,SEQ,CCS,43,0.068674,0.068668,0.499847,0.594549,0.000000,0.000000,0.068332,0.000000,0.000000
1,SEQ,CCS,44,0.063214,0.063201,0.470179,0.633674,0.000000,0.000000,0.064271,0.000000,0.000000
1,SEQ,CCS,45,0.066849,0.066843,0.470286,0.829571,0.010638,0.000000,0.068163,0.195652,0.000000
1,SEQ,CCS,46,0.073008,0.073008,0.471988,0.751580,0.000000,0.000000,0.076553,0.000000,0.000000
1,SEQ,CCS,47,0.068323,0.068317,0.464422,0.757359,0.000000,0.000000,0.061435,0.000000,0.000000
1,SEQ,CCS,48,0.068491,0.068485,0.481416,0.592362,0.000000,0.000000,0.079053,0.000000,0.000000
1,SEQ,CCS,49,0.059783,0.059783,0.523972,0.565126,0.000000,0.000000,0.089936,0.000000,0.000000
1,SEQ,CCS,50,0.060267,0.060267,0.519339,0.514789,0.010638,0.000000,0.086566,0.021739,0.000000
1,OPAM,ESAIL,1,0.096733,0.096733,0.903267,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,2,0.061562,0.061562,0.912938,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,3,0.091280,0.091280,0.908720,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,4,0.043288,0.043288,0.913425,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,5,0.050762,0.050762,0.912077,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,6,0.086386,0.086386,0.913614,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
