Variable,Run,TestID,SolutionIndex,SolutionID,Schedulability,Satisfaction,DeadlineMiss,Rank,CrowdDistance
UAV,44,1,0,0,-839.4014421301284,-25.0,9,0,0.0
UAV,44,1,1,1,-839.6783407921313,10.0,0,0,0.0
UAV,44,1,2,2,-839.6258957731959,5.0,20,0,0.0
UAV,44,1,3,3,-839.4599939397765,-14.0,11,0,0.0
UAV,44,1,4,4,-839.596705886793,3.0,0,0,0.0
UAV,44,1,5,5,-839.4865442915908,-10.0,4,0,0.0
UAV,44,1,6,6,-839.5755543618056,-2.0,0,0,0.0
UAV,44,1,7,7,-839.4317624322484,-18.0,40,0,0.0
UAV,44,1,8,8,-839.430012497489,-22.0,19,0,0.0
UAV,44,1,9,9,-839.515098545094,-3.0,20,0,0.0
UAV,50,1,0,0,-839.4368553369886,-20.0,37,0,0.0
UAV,50,1,1,1,-839.6759238797798,10.0,0,0,0.0
UAV,50,1,2,2,-839.6432716179971,5.0,20,0,0.0
UAV,50,1,3,3,-839.4676587773546,-16.0,31,0,0.0
UAV,50,1,4,4,-839.4812728326045,-11.0,31,0,0.0
UAV,50,1,5,5,-839.6084616975029,3.0,0,0,0.0
UAV,50,1,6,6,-839.4924512843713,-7.0,0,0,0.0
UAV,50,1,7,7,-839.5749680653241,-1.0,31,0,0.0
UAV,50,1,8,8,-839.5413868643858,-2.0,39,0,0.0
UAV,50,1,9,9,-839.5071938856352,-5.0,4,0,0.0
UAV,10,1,0,0,-839.3509715849377,-34.0,38,0,0.0
UAV,10,1,1,1,-839.6783907881565,10.0,0,0,0.0
UAV,10,1,2,2,-839.6783907881565,10.0,0,0,0.0
UAV,10,1,3,3,-839.6407528589349,5.0,0,0,0.0
UAV,10,1,4,4,-839.5891706417065,-4.0,0,0,0.0
UAV,10,1,5,5,-839.4624773933161,-16.0,30,0,0.0
UAV,10,1,6,6,-839.491675050488,-11.0,25,0,0.0
UAV,10,1,7,7,-839.3584404986434,-30.0,38,0,0.0
UAV,10,1,8,8,-839.405863135016,-24.0,26,0,0.0
UAV,10,1,9,9,-839.5480192218998,-6.0,2,0,0.0
UAV,22,1,0,0,-839.3679995399156,-31.0,9,0,0.0
UAV,22,1,1,1,-839.6889656569119,10.0,0,0,0.0
UAV,22,1,2,2,-839.6889656569119,10.0,0,0,0.0
UAV,22,1,3,3,-839.4406149063515,-12.0,25,0,0.0
UAV,22,1,4,4,-839.5959579313529,0.0,20,0,0.0
UAV,22,1,5,5,-839.5609410664989,-10.0,26,0,0.0
UAV,22,1,6,6,-839.5182140677896,-5.0,29,0,0.0
UAV,22,1,7,7,-839.4186874987827,-24.0,2,0,0.0
UAV,22,1,8,8,-839.626030500978,5.0,20,0,0.0
UAV,22,1,9,9,-839.4171749021052,-17.0,25,0,0.0
UAV,31,1,0,0,-839.678483822343,10.0,0,0,0.0
UAV,31,1,1,1,-839.4165700681659,-33.0,2,0,0.0
UAV,31,1,2,2,-839.522728452493,-2.0,39,0,0.0
UAV,31,1,3,3,-839.4667723243494,-12.0,39,0,0.0
UAV,31,1,4,4,-839.4432601620189,-15.0,0,0,0.0
UAV,31,1,5,5,-839.6459253823605,5.0,0,0,0.0
UAV,31,1,6,6,-839.5642816674391,2.0,20,0,0.0
UAV,31,1,7,7,-839.4219864476478,-25.0,31,0,0.0
UAV,31,1,8,8,-839.436565158968,-22.0,27,0,0.0
UAV,31,1,9,9,-839.6024833751848,3.0,58,0,0.0
UAV,15,1,0,0,-839.3796143053737,-32.0,9,0,0.0
UAV,15,1,1,1,-839.6890691900096,10.0,20,0,0.0
UAV,15,1,2,2,-839.643187405912,5.0,20,0,0.0
UAV,15,1,3,3,-839.5958354931499,0.0,20,0,0.0
UAV,15,1,4,4,-839.5242543717212,-5.0,39,0,0.0
UAV,15,1,5,5,-839.4884307623412,-10.0,39,0,0.0
UAV,15,1,6,6,-839.4619759383083,-14.0,43,0,0.0
UAV,15,1,7,7,-839.4078176201666,-21.0,39,0,0.0
UAV,15,1,8,8,-839.398466532576,-28.0,9,0,0.0
UAV,15,1,9,9,-839.4302123918793,-17.0,33,0,0.0
UAV,41,1,0,0,-839.3593860452945,-28.0,33,0,0.0
UAV,41,1,1,1,-839.689241595744,10.0,20,0,0.0
UAV,41,1,2,2,-839.6282752882234,5.0,20,0,0.0
UAV,41,1,3,3,-839.4374470563708,-22.0,7,0,0.0
UAV,41,1,4,4,-839.6089388400985,0.0,20,0,0.0
UAV,41,1,5,5,-839.4665226198775,-12.0,8,0,0.0
UAV,41,1,6,6,-839.5640437032998,-5.0,29,0,0.0
UAV,41,1,7,7,-839.5082375835184,-7.0,39,0,0.0
UAV,41,1,8,8,-839.4651207588723,-16.0,40,0,0.0
UAV,41,1,9,9,-839.4584232802496,-21.0,47,0,0.0
UAV,48,1,0,0,-839.3978101624972,-28.0,9,0,0.0
UAV,48,1,1,1,-839.688973681038,10.0,0,0,0.0
UAV,48,1,2,2,-839.688973681038,10.0,0,0,0.0
UAV,48,1,3,3,-839.4523876116855,-16.0,27,0,0.0
UAV,48,1,4,4,-839.6501074305222,5.0,0,0,0.0
UAV,48,1,5,5,-839.5057293067515,-9.0,39,0,0.0
UAV,48,1,6,6,-839.5227283377245,-2.0,39,0,0.0
UAV,48,1,7,7,-839.4996358535748,-6.0,9,0,0.0
UAV,48,1,8,8,-839.4101462230875,-20.0,31,0,0.0
UAV,48,1,9,9,-839.5797741872549,1.0,20,0,0.0
UAV,12,1,0,0,-839.4233113863361,-21.0,36,0,0.0
UAV,12,1,1,1,-839.6784590481285,10.0,0,0,0.0
UAV,12,1,2,2,-839.5440594101484,-1.0,0,0,0.0
UAV,12,1,3,3,-839.6432716179971,5.0,20,0,0.0
UAV,12,1,4,4,-839.5165082055006,-5.0,31,0,0.0
UAV,12,1,5,5,-839.5717816150492,3.0,39,0,0.0
