Variable,Run,TestID,SolutionIndex,SolutionID,Schedulability,Satisfaction,DeadlineMiss,Rank,CrowdDistance
UAV,44,1,0,0,-790.5971333314488,10.0,0,0,0.0
UAV,44,1,1,1,-789.9101482826998,-4.0,0,0,0.0
UAV,44,1,2,2,-789.9217454226206,-20.0,0,0,0.0
UAV,44,1,3,3,-789.9626107180014,-22.0,3605,0,0.0
UAV,44,1,4,4,-790.1489715115226,4.0,0,0,0.0
UAV,44,1,5,5,-789.9132299003824,-31.0,1587,0,0.0
UAV,44,1,6,6,-790.0091414387452,-3.0,2562,0,0.0
UAV,50,1,0,0,-790.2956066518718,4.0,3612,0,0.0
UAV,50,1,1,1,-789.895898164231,-1.0,3534,0,0.0
UAV,50,1,2,2,-790.5486648004124,10.0,0,0,0.0
UAV,50,1,3,3,-789.9319498158565,-23.0,3,0,0.0
UAV,50,1,4,4,-789.9402124238715,-32.0,21,0,0.0
UAV,50,1,5,5,-789.8897808663542,-37.0,2171,0,0.0
UAV,10,1,0,0,-789.9287274444598,-24.0,92,0,0.0
UAV,10,1,1,1,-789.95769200834,-5.0,5,0,0.0
UAV,10,1,2,2,-789.9315303746266,-13.0,1941,0,0.0
UAV,10,1,3,3,-789.8245907749312,-39.0,15,0,0.0
UAV,10,1,4,4,-789.8985359141811,-30.0,2718,0,0.0
UAV,10,1,5,5,-789.9777153060538,-17.0,3616,0,0.0
UAV,10,1,6,6,-790.0241687066484,10.0,3500,0,0.0
UAV,22,1,0,0,-790.0078644232806,-7.0,0,0,0.0
UAV,22,1,1,1,-790.0765973919276,5.0,0,0,0.0
UAV,22,1,2,2,-790.4313007973362,10.0,0,0,0.0
UAV,22,1,3,3,-789.8844315325726,-11.0,1737,0,0.0
UAV,22,1,4,4,-789.8427676754226,-36.0,2609,0,0.0
UAV,22,1,5,5,-789.844172127326,-19.0,0,0,0.0
UAV,31,1,0,0,-789.9996996245254,-7.0,0,0,0.0
UAV,31,1,1,1,-789.9095169228644,-9.0,2542,0,0.0
UAV,31,1,2,2,-790.0619864828383,-1.0,2500,0,0.0
UAV,31,1,3,3,-789.9470188060043,-16.0,127,0,0.0
UAV,31,1,4,4,-789.9105935404457,-27.0,1685,0,0.0
UAV,31,1,5,5,-790.2862137638635,10.0,3500,0,0.0
UAV,31,1,6,6,-789.9211367891517,-39.0,0,0,0.0
UAV,31,1,7,7,-789.8889959784016,-40.0,1,0,0.0
UAV,31,1,8,8,-789.9490649540317,-26.0,2,0,0.0
UAV,15,1,0,0,-789.8909999139588,-14.0,12,0,0.0
UAV,15,1,1,1,-790.0801862875246,-2.0,7,0,0.0
UAV,15,1,2,2,-790.0977606901546,-3.0,2543,0,0.0
UAV,15,1,3,3,-790.4293109951687,10.0,3500,0,0.0
UAV,15,1,4,4,-789.8667920549568,-30.0,1761,0,0.0
UAV,15,1,5,5,-789.9091551466363,-28.0,45,0,0.0
UAV,15,1,6,6,-789.9141597678995,-29.0,3503,0,0.0
UAV,15,1,7,7,-789.8744107705837,-38.0,1234,0,0.0
UAV,15,1,8,8,-790.2185949400468,5.0,0,0,0.0
UAV,15,1,9,9,-790.0064136074757,-6.0,4,0,0.0
UAV,15,1,10,10,-790.1350190129185,-1.0,3500,0,0.0
UAV,41,1,0,0,-790.4924783194493,10.0,0,0,0.0
UAV,41,1,1,1,-790.0017760388533,-3.0,1033,0,0.0
UAV,41,1,2,2,-789.9538879814188,-20.0,3665,0,0.0
UAV,41,1,3,3,-790.1424297846504,1.0,0,0,0.0
UAV,41,1,4,4,-789.9575586594302,-21.0,2249,0,0.0
UAV,41,1,5,5,-790.3244854291706,4.0,0,0,0.0
UAV,41,1,6,6,-789.9795012812548,-26.0,3679,0,0.0
UAV,41,1,7,7,-790.0430328817506,-15.0,0,0,0.0
UAV,41,1,8,8,-789.9786588287856,-16.0,0,0,0.0
UAV,41,1,9,9,-790.056447558089,-11.0,0,0,0.0
UAV,41,1,10,10,-790.0907087004492,-1.0,0,0,0.0
UAV,41,1,11,11,-789.8398797136434,-28.0,1140,0,0.0
UAV,48,1,0,0,-789.9236869969325,-5.0,0,0,0.0
UAV,48,1,1,1,-789.8935583492971,-12.0,67,0,0.0
UAV,48,1,2,2,-790.1332558015955,0.0,134,0,0.0
UAV,48,1,3,3,-790.3190542526595,5.0,0,0,0.0
