TestID,Approach,Subject,Run,GD,GDP,HV,GS,CI,UNFR,SP,CS,CSunique
1,OPAM,CCS,1,0.010876,0.010876,0.720830,0.759537,0.000000,0.000000,0.129491,0.000000,0.000000
1,OPAM,CCS,2,0.010258,0.010258,0.741608,1.009976,0.029412,0.153846,0.104893,0.135135,0.153846
1,OPAM,CCS,3,0.017507,0.016641,0.670486,0.940694,0.000000,0.000000,0.085584,0.000000,0.000000
1,OPAM,CCS,4,0.009318,0.008488,0.727268,0.738671,0.000000,0.000000,0.125996,0.000000,0.000000
1,OPAM,CCS,5,0.010307,0.010307,0.735370,0.659925,0.000000,0.000000,0.100521,0.000000,0.000000
1,OPAM,CCS,6,0.018317,0.017812,0.706160,0.646515,0.000000,0.000000,0.131919,0.000000,0.000000
1,OPAM,CCS,7,0.015192,0.014274,0.730233,0.968633,0.000000,0.000000,0.082366,0.000000,0.000000
1,OPAM,CCS,8,0.012910,0.012423,0.737693,0.767624,0.000000,0.000000,0.054717,0.000000,0.000000
1,OPAM,CCS,9,0.028294,0.028294,0.661366,0.954460,0.000000,0.000000,0.198291,0.000000,0.000000
1,OPAM,CCS,10,0.021404,0.020117,0.725154,0.589441,0.030303,0.076923,0.109467,0.162162,0.076923
1,OPAM,CCS,11,0.025478,0.024059,0.672055,0.881672,0.000000,0.000000,0.069118,0.000000,0.000000
1,OPAM,CCS,12,0.015800,0.015800,0.733482,0.738777,0.025641,0.076923,0.072563,0.243243,0.076923
1,OPAM,CCS,13,0.020306,0.020306,0.701561,0.814298,0.000000,0.000000,0.066638,0.000000,0.000000
1,OPAM,CCS,14,0.024714,0.024714,0.663349,0.748494,0.000000,0.000000,0.015361,0.000000,0.000000
1,OPAM,CCS,15,0.010959,0.010959,0.662383,0.945255,0.000000,0.000000,0.034802,0.000000,0.000000
1,OPAM,CCS,16,0.014888,0.014093,0.669721,0.910749,0.000000,0.000000,0.158219,0.000000,0.000000
1,OPAM,CCS,17,0.019183,0.014795,0.734305,0.641852,0.013514,0.076923,0.074698,0.027027,0.076923
1,OPAM,CCS,18,0.013354,0.012788,0.713590,0.966093,0.000000,0.000000,0.101150,0.000000,0.000000
1,OPAM,CCS,19,0.012524,0.011918,0.661593,1.072232,0.000000,0.000000,0.038524,0.000000,0.000000
1,OPAM,CCS,20,0.010609,0.009887,0.730117,0.624514,0.000000,0.000000,0.079333,0.000000,0.000000
1,OPAM,CCS,21,0.019641,0.018492,0.712621,0.773747,0.000000,0.000000,0.076682,0.000000,0.000000
1,OPAM,CCS,22,0.010675,0.009958,0.745484,0.606829,0.050000,0.153846,0.059210,0.324324,0.153846
1,OPAM,CCS,23,0.022164,0.022164,0.630653,0.676527,0.071429,0.076923,0.082973,0.189189,0.076923
1,OPAM,CCS,24,0.024070,0.024070,0.722652,0.682476,0.013514,0.076923,0.076584,0.027027,0.076923
1,OPAM,CCS,25,0.012112,0.011485,0.665360,0.953829,0.000000,0.000000,0.063147,0.000000,0.000000
1,OPAM,CCS,26,0.024012,0.023185,0.728092,0.683549,0.015625,0.076923,0.095318,0.162162,0.076923
1,OPAM,CCS,27,0.008149,0.008149,0.679745,0.714253,0.013158,0.076923,0.019435,0.027027,0.076923
1,OPAM,CCS,28,0.030245,0.030133,0.691839,0.513914,0.013889,0.076923,0.062595,0.054054,0.076923
1,OPAM,CCS,29,0.014173,0.014173,0.714180,0.561136,0.016129,0.076923,0.196954,0.189189,0.076923
1,OPAM,CCS,30,0.011349,0.010678,0.736684,0.744412,0.030303,0.076923,0.069837,0.162162,0.076923
1,OPAM,CCS,31,0.009644,0.008844,0.737354,0.459743,0.013158,0.000000,0.041292,0.189189,0.000000
1,OPAM,CCS,32,0.025315,0.023839,0.669891,0.495257,0.000000,0.000000,0.122110,0.000000,0.000000
1,OPAM,CCS,33,0.023985,0.022312,0.734678,1.033310,0.000000,0.000000,0.116704,0.000000,0.000000
1,OPAM,CCS,34,0.009517,0.009517,0.741907,0.882875,0.030303,0.076923,0.096520,0.162162,0.076923
1,OPAM,CCS,35,0.016613,0.010546,0.661974,1.007724,0.013158,0.076923,0.049177,0.081081,0.076923
1,OPAM,CCS,36,0.010605,0.010209,0.672296,0.668676,0.000000,0.000000,0.052222,0.000000,0.000000
1,OPAM,CCS,37,0.015302,0.014811,0.674032,0.757449,0.013158,0.000000,0.051328,0.054054,0.000000
1,OPAM,CCS,38,0.014694,0.014694,0.720104,0.839400,0.013158,0.076923,0.062707,0.081081,0.076923
1,OPAM,CCS,39,0.011502,0.011502,0.722194,0.591894,0.000000,0.000000,0.182239,0.000000,0.000000
1,OPAM,CCS,40,0.028255,0.026115,0.675188,1.313874,0.000000,0.000000,0.165991,0.000000,0.000000
1,OPAM,CCS,41,0.019697,0.019697,0.729537,0.466994,0.013158,0.076923,0.096260,0.054054,0.076923
1,OPAM,CCS,42,0.010170,0.010170,0.742893,0.890102,0.032258,0.153846,0.112788,0.216216,0.153846
1,OPAM,CCS,43,0.010512,0.010512,0.716497,1.149403,0.000000,0.000000,0.054027,0.000000,0.000000
1,OPAM,CCS,44,0.038702,0.037421,0.680424,0.705160,0.000000,0.000000,0.169081,0.000000,0.000000
1,OPAM,CCS,45,0.021359,0.020841,0.660796,0.827076,0.000000,0.000000,0.075787,0.000000,0.000000
1,OPAM,CCS,46,0.012333,0.011729,0.734574,0.574499,0.000000,0.000000,0.087238,0.000000,0.000000
1,OPAM,CCS,47,0.012181,0.010899,0.626771,0.777065,0.000000,0.000000,0.020512,0.000000,0.000000
1,OPAM,CCS,48,0.006852,0.006852,0.722377,0.976653,0.030303,0.076923,0.004302,0.162162,0.076923
1,OPAM,CCS,49,0.025255,0.023473,0.731149,0.683088,0.028571,0.076923,0.083140,0.108108,0.076923
1,OPAM,CCS,50,0.010690,0.009974,0.679926,0.820040,0.000000,0.000000,0.060821,0.000000,0.000000
1,RS,CCS,1,0.035582,0.034635,0.669590,0.385859,0.000000,0.000000,0.075483,0.000000,0.000000
1,RS,CCS,2,0.025731,0.025731,0.693422,0.316258,0.000000,0.000000,0.166885,0.000000,0.000000
1,RS,CCS,3,0.036490,0.036490,0.693102,0.470402,0.000000,0.000000,0.136108,0.000000,0.000000
1,RS,CCS,4,0.063121,0.063121,0.612711,0.599402,0.000000,0.000000,0.229750,0.000000,0.000000
1,RS,CCS,5,0.023277,0.021534,0.693943,0.679021,0.000000,0.000000,0.184200,0.000000,0.000000
1,RS,CCS,6,0.025592,0.024280,0.650815,0.806888,0.000000,0.000000,0.183140,0.000000,0.000000
1,RS,CCS,7,0.053625,0.052623,0.617069,0.869209,0.000000,0.000000,0.212571,0.000000,0.000000
1,RS,CCS,8,0.045296,0.044641,0.604973,0.543725,0.000000,0.000000,0.090484,0.000000,0.000000
1,RS,CCS,9,0.030636,0.030636,0.654713,0.693255,0.000000,0.000000,0.107433,0.000000,0.000000
1,RS,CCS,10,0.050136,0.050083,0.700632,0.273015,0.000000,0.000000,0.061916,0.000000,0.000000
1,RS,CCS,11,0.034661,0.030782,0.628846,0.615555,0.000000,0.000000,0.217959,0.000000,0.000000
1,RS,CCS,12,0.040875,0.039982,0.608514,0.552574,0.000000,0.000000,0.077194,0.000000,0.000000
1,RS,CCS,13,0.037022,0.037022,0.698858,0.192892,0.000000,0.000000,0.045769,0.000000,0.000000
1,RS,CCS,14,0.034539,0.032094,0.676326,0.650469,0.000000,0.000000,0.136153,0.000000,0.000000
1,RS,CCS,15,0.041272,0.041234,0.642672,0.278940,0.013889,0.076923,0.031016,0.054054,0.076923
1,RS,CCS,16,0.028619,0.028269,0.700186,0.589487,0.000000,0.000000,0.107038,0.000000,0.000000
1,RS,CCS,17,0.030881,0.030104,0.634603,0.561468,0.000000,0.000000,0.052570,0.000000,0.000000
1,RS,CCS,18,0.031355,0.031153,0.694431,0.485334,0.000000,0.000000,0.170169,0.000000,0.000000
1,RS,CCS,19,0.036925,0.035365,0.673207,0.598315,0.000000,0.000000,0.093742,0.000000,0.000000
1,RS,CCS,20,0.020982,0.020982,0.695636,0.610972,0.000000,0.000000,0.233418,0.000000,0.000000
1,RS,CCS,21,0.031580,0.031580,0.675438,0.492433,0.000000,0.000000,0.173618,0.000000,0.000000
1,RS,CCS,22,0.044829,0.044829,0.626234,0.495409,0.000000,0.000000,0.090760,0.000000,0.000000
1,RS,CCS,23,0.064744,0.064744,0.605989,0.506340,0.000000,0.000000,0.268597,0.000000,0.000000
1,RS,CCS,24,0.029373,0.029373,0.668773,0.786782,0.000000,0.000000,0.331252,0.000000,0.000000
1,RS,CCS,25,0.050037,0.049156,0.610301,0.497968,0.000000,0.000000,0.044763,0.000000,0.000000
1,RS,CCS,26,0.032162,0.032162,0.644887,0.727561,0.000000,0.000000,0.108023,0.000000,0.000000
1,RS,CCS,27,0.033658,0.033658,0.669079,0.239606,0.000000,0.000000,0.107987,0.000000,0.000000
1,RS,CCS,28,0.034000,0.029654,0.636983,0.658755,0.000000,0.000000,0.182565,0.000000,0.000000
1,RS,CCS,29,0.043118,0.041778,0.677695,0.591946,0.013514,0.076923,0.142037,0.027027,0.076923
1,RS,CCS,30,0.034538,0.033983,0.615108,0.537566,0.000000,0.000000,0.146553,0.000000,0.000000
1,RS,CCS,31,0.029891,0.029891,0.685862,0.506456,0.000000,0.000000,0.231296,0.000000,0.000000
1,RS,CCS,32,0.042836,0.040821,0.655268,0.565102,0.000000,0.000000,0.228804,0.000000,0.000000
1,RS,CCS,33,0.030771,0.030733,0.676809,0.705974,0.000000,0.000000,0.235824,0.000000,0.000000
1,RS,CCS,34,0.055534,0.054039,0.657101,0.392033,0.000000,0.000000,0.182637,0.000000,0.000000
1,RS,CCS,35,0.066508,0.066508,0.666515,0.596444,0.000000,0.000000,0.193548,0.000000,0.000000
1,RS,CCS,36,0.049896,0.049896,0.640625,0.378818,0.000000,0.000000,0.200946,0.000000,0.000000
1,RS,CCS,37,0.045575,0.044580,0.646609,0.394669,0.000000,0.000000,0.096444,0.000000,0.000000
1,RS,CCS,38,0.043605,0.041864,0.652237,0.678705,0.000000,0.000000,0.256408,0.000000,0.000000
1,RS,CCS,39,0.050224,0.049300,0.666769,0.229895,0.000000,0.000000,0.050932,0.000000,0.000000
1,RS,CCS,40,0.047975,0.046206,0.623100,0.587484,0.000000,0.000000,0.107349,0.000000,0.000000
1,RS,CCS,41,0.025538,0.025538,0.619073,0.713138,0.000000,0.000000,0.198041,0.000000,0.000000
1,RS,CCS,42,0.049791,0.049362,0.656797,0.481940,0.000000,0.000000,0.099827,0.000000,0.000000
1,RS,CCS,43,0.038804,0.038804,0.633300,0.566155,0.000000,0.000000,0.188175,0.000000,0.000000
1,RS,CCS,44,0.038988,0.034332,0.640897,0.366001,0.000000,0.000000,0.057228,0.000000,0.000000
1,RS,CCS,45,0.024241,0.024241,0.678267,0.899247,0.000000,0.000000,0.284714,0.000000,0.000000
1,RS,CCS,46,0.034673,0.032948,0.642298,0.645931,0.000000,0.000000,0.120531,0.000000,0.000000
1,RS,CCS,47,0.070583,0.069463,0.565932,0.692410,0.000000,0.000000,0.214055,0.000000,0.000000
1,RS,CCS,48,0.047224,0.047141,0.669279,0.348497,0.000000,0.000000,0.131368,0.000000,0.000000
1,RS,CCS,49,0.035551,0.034675,0.619805,0.489572,0.000000,0.000000,0.039316,0.000000,0.000000
1,RS,CCS,50,0.055602,0.055223,0.616584,0.226186,0.000000,0.000000,0.053924,0.000000,0.000000
1,OPAM,ESAIL,1,0.000131,0.000131,0.999869,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,2,0.000020,0.000020,0.999972,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,3,0.000083,0.000083,0.999917,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,4,0.000017,0.000017,0.999967,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,5,0.000017,0.000017,0.999970,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,6,0.000016,0.000016,0.999984,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,7,0.000001,0.000001,0.999996,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,8,0.000088,0.000088,0.999912,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,9,0.000006,0.000006,0.999994,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,10,0.000043,0.000043,0.999957,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,11,0.000000,0.000000,1.000000,1.000000,0.500000,1.000000,0.000000,1.000000,1.000000
1,OPAM,ESAIL,12,0.000006,0.000006,0.999992,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,13,0.000047,0.000047,0.999953,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,14,0.000019,0.000019,0.999981,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,15,0.000011,0.000011,0.999985,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,16,0.000003,0.000003,0.999996,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,17,0.000000,0.000000,1.000000,1.000000,0.500000,1.000000,0.000000,1.000000,1.000000
1,OPAM,ESAIL,18,0.000021,0.000021,0.999957,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,19,0.000005,0.000005,0.999989,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,20,0.000043,0.000043,0.999957,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,21,0.000030,0.000030,0.999957,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,22,0.000015,0.000015,0.999953,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,23,0.000667,0.000667,0.998509,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,24,0.000014,0.000014,0.999976,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,25,0.000019,0.000019,0.999959,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,26,0.000069,0.000069,0.999903,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,27,0.000004,0.000004,0.999992,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,28,0.000000,0.000000,1.000000,1.000000,0.500000,1.000000,0.000000,1.000000,1.000000
1,OPAM,ESAIL,29,0.000081,0.000081,0.999885,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,30,0.000059,0.000059,0.999917,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,31,0.000039,0.000039,0.999933,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,32,0.000014,0.000014,0.999976,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,33,0.000001,0.000001,0.999997,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,34,0.149512,0.149512,0.999878,0.166752,0.000000,0.000000,0.158896,0.000000,0.000000
1,OPAM,ESAIL,35,0.000038,0.000038,0.999935,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,36,0.000061,0.000061,0.999826,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,37,0.000006,0.000006,0.999990,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,38,0.184615,0.184615,0.999910,0.000040,0.000000,0.000000,0.412825,0.000000,0.000000
1,OPAM,ESAIL,39,0.000008,0.000008,0.999984,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,40,0.000005,0.000005,0.999983,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,41,0.001494,0.001494,0.998506,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,42,0.000041,0.000041,0.999959,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,OPAM,ESAIL,43,0.000007,0.000007,0.999991,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
