Variable,Run,TestID,SolutionIndex,SolutionID,Schedulability,Satisfaction,DeadlineMiss,Rank,CrowdDistance
UAV,44,1,0,0,-803.1761349170598,10.0,0,0,0.0
UAV,44,1,1,1,-802.4150562453632,-4.0,0,0,0.0
UAV,44,1,2,2,-802.3899868165121,-20.0,0,0,0.0
UAV,44,1,3,3,-802.3972482542649,-22.0,3768,0,0.0
UAV,44,1,4,4,-802.7340613709533,4.0,0,0,0.0
UAV,44,1,5,5,-802.346163117906,-31.0,1864,0,0.0
UAV,44,1,6,6,-802.5538017670791,-3.0,2590,0,0.0
UAV,50,1,0,0,-802.9276078411075,4.0,3735,0,0.0
UAV,50,1,1,1,-802.4636074835524,-1.0,3524,0,0.0
UAV,50,1,2,2,-803.179381830533,10.0,0,0,0.0
UAV,50,1,3,3,-802.391949904214,-23.0,181,0,0.0
UAV,50,1,4,4,-802.3993383486318,-32.0,130,0,0.0
UAV,50,1,5,5,-802.3392775607273,-37.0,2810,0,0.0
UAV,10,1,0,0,-802.3673716885356,-24.0,673,0,0.0
UAV,10,1,1,1,-802.4782028325459,-5.0,42,0,0.0
UAV,10,1,2,2,-802.4071079706322,-13.0,3101,0,0.0
UAV,10,1,3,3,-802.2517586845653,-39.0,99,0,0.0
UAV,10,1,4,4,-802.3184193137505,-30.0,3328,0,0.0
UAV,10,1,5,5,-802.4451082167905,-17.0,3821,0,0.0
UAV,10,1,6,6,-802.6395647229442,10.0,3500,0,0.0
UAV,22,1,0,0,-802.5004458358906,-7.0,0,0,0.0
UAV,22,1,1,1,-802.6382753152852,5.0,0,0,0.0
UAV,22,1,2,2,-803.0422840377057,10.0,0,0,0.0
UAV,22,1,3,3,-802.3905044558202,-11.0,2493,0,0.0
UAV,22,1,4,4,-802.254371014544,-36.0,3091,0,0.0
UAV,22,1,5,5,-802.3490582989206,-19.0,2,0,0.0
UAV,31,1,0,0,-802.5103965435927,-7.0,0,0,0.0
UAV,31,1,1,1,-802.4465626178925,-9.0,2746,0,0.0
UAV,31,1,2,2,-802.6325856841361,-1.0,2500,0,0.0
