TestID,Approach,Subject,Run,GD,GDP,HV,GS,CI,UNFR,SP,CS,CSunique
1,OPAM,CCS,1,0.020838,0.020838,0.726780,0.750606,0.009709,0.111111,0.152099,0.574257,0.111111
1,OPAM,CCS,2,0.014498,0.013979,0.755238,1.104832,0.004902,0.111111,0.117318,0.227723,0.111111
1,OPAM,CCS,3,0.025697,0.024330,0.680195,0.740683,0.009709,0.222222,0.060511,0.574257,0.222222
1,OPAM,CCS,4,0.017976,0.016696,0.735335,0.679122,0.018519,0.222222,0.158185,0.554455,0.222222
1,OPAM,CCS,5,0.019492,0.019492,0.737436,0.654540,0.024390,0.333333,0.111728,0.801980,0.333333
1,OPAM,CCS,6,0.024239,0.023473,0.716862,0.720158,0.004902,0.000000,0.153964,0.326733,0.000000
1,OPAM,CCS,7,0.019368,0.018379,0.759455,1.006135,0.010309,0.222222,0.099094,0.386139,0.222222
1,OPAM,CCS,8,0.015541,0.015510,0.762819,0.937893,0.025000,0.333333,0.064342,0.801980,0.333333
1,OPAM,CCS,9,0.032315,0.031955,0.671661,1.025828,0.014423,0.111111,0.194944,0.247525,0.111111
1,OPAM,CCS,10,0.024316,0.023131,0.740529,0.421469,0.004902,0.111111,0.093945,0.326733,0.111111
1,OPAM,CCS,11,0.029389,0.028389,0.677553,0.905700,0.000000,0.000000,0.068034,0.000000,0.000000
1,OPAM,CCS,12,0.016036,0.015746,0.775259,0.789998,0.019048,0.222222,0.087378,0.861386,0.222222
1,OPAM,CCS,13,0.024756,0.024756,0.735733,0.858573,0.014286,0.111111,0.072714,0.356436,0.111111
1,OPAM,CCS,14,0.027886,0.027886,0.661099,0.721834,0.000000,0.000000,0.018550,0.000000,0.000000
1,OPAM,CCS,15,0.018212,0.018212,0.653060,0.933402,0.004902,0.111111,0.039592,0.227723,0.111111
1,OPAM,CCS,16,0.022522,0.021668,0.673722,0.976429,0.024390,0.222222,0.148034,0.554455,0.222222
1,OPAM,CCS,17,0.018969,0.018969,0.763968,0.636739,0.004902,0.000000,0.065181,0.009901,0.000000
1,OPAM,CCS,18,0.015022,0.014160,0.752680,0.894370,0.009709,0.000000,0.096248,0.257426,0.000000
1,OPAM,CCS,19,0.019721,0.018957,0.649773,0.947348,0.004902,0.111111,0.036440,0.326733,0.111111
1,OPAM,CCS,20,0.014894,0.013865,0.756335,0.654882,0.018987,0.111111,0.075284,0.247525,0.111111
1,OPAM,CCS,21,0.020267,0.019899,0.739390,0.579107,0.009709,0.000000,0.044898,0.059406,0.000000
1,OPAM,CCS,22,0.018179,0.017346,0.764380,0.389924,0.009709,0.222222,0.032525,0.574257,0.222222
1,OPAM,CCS,23,0.019084,0.019084,0.641794,0.723986,0.142857,0.333333,0.034751,0.801980,0.333333
1,OPAM,CCS,24,0.031470,0.031234,0.733817,0.940767,0.000000,0.000000,0.057254,0.000000,0.000000
1,OPAM,CCS,25,0.019069,0.018677,0.656513,0.695778,0.004902,0.111111,0.039913,0.326733,0.111111
1,OPAM,CCS,26,0.021604,0.021257,0.749216,0.685497,0.000000,0.000000,0.084449,0.000000,0.000000
1,OPAM,CCS,27,0.009041,0.007222,0.679773,0.586289,0.004902,0.000000,0.020800,0.227723,0.000000
1,OPAM,CCS,28,0.035057,0.034728,0.702641,0.617413,0.004902,0.111111,0.064733,0.019802,0.111111
1,OPAM,CCS,29,0.029555,0.029555,0.692394,0.749334,0.006494,0.111111,0.211718,0.247525,0.111111
1,OPAM,CCS,30,0.015397,0.014909,0.750821,0.769460,0.004902,0.111111,0.058316,0.326733,0.111111
1,OPAM,CCS,31,0.014859,0.014353,0.757766,0.471979,0.014423,0.222222,0.039395,0.801980,0.222222
1,OPAM,CCS,32,0.025356,0.025270,0.686145,0.559533,0.000000,0.000000,0.152265,0.000000,0.000000
1,OPAM,CCS,33,0.024582,0.023419,0.757174,0.873205,0.014423,0.000000,0.096819,0.306931,0.000000
