TestID,Approach,Subject,Run,GD,GDP,HV,GS,CI,UNFR,SP,CS,CSunique
1,OPAM,CCS,1,0.011313,0.011313,0.711551,0.697339,0.000000,0.000000,0.135788,0.000000,0.000000
1,OPAM,CCS,2,0.013683,0.013683,0.735020,0.912759,0.000000,0.000000,0.107795,0.000000,0.000000
1,OPAM,CCS,3,0.019025,0.018231,0.644988,0.925153,0.000000,0.000000,0.084817,0.000000,0.000000
1,OPAM,CCS,4,0.009286,0.008452,0.721898,0.688825,0.000000,0.000000,0.133246,0.000000,0.000000
1,OPAM,CCS,5,0.011230,0.011230,0.723795,0.666982,0.011905,0.071429,0.105447,0.068182,0.071429
1,OPAM,CCS,6,0.017269,0.016732,0.699234,0.608447,0.000000,0.000000,0.134848,0.000000,0.000000
1,OPAM,CCS,7,0.017324,0.016517,0.726852,0.821282,0.012821,0.071429,0.079577,0.136364,0.071429
1,OPAM,CCS,8,0.011991,0.011821,0.729872,0.546093,0.000000,0.000000,0.050135,0.000000,0.000000
1,OPAM,CCS,9,0.030028,0.030028,0.640176,0.967941,0.000000,0.000000,0.203647,0.000000,0.000000
1,OPAM,CCS,10,0.022675,0.022214,0.713572,0.604307,0.025000,0.071429,0.109539,0.136364,0.071429
1,OPAM,CCS,11,0.025648,0.024097,0.667703,0.875683,0.000000,0.000000,0.072622,0.000000,0.000000
1,OPAM,CCS,12,0.013334,0.013334,0.729277,0.627007,0.021739,0.071429,0.079031,0.204545,0.071429
1,OPAM,CCS,13,0.018628,0.018628,0.694334,0.735823,0.000000,0.000000,0.063648,0.000000,0.000000
1,OPAM,CCS,14,0.027961,0.027961,0.650473,0.549837,0.000000,0.000000,0.016604,0.000000,0.000000
1,OPAM,CCS,15,0.015862,0.015862,0.645144,0.903501,0.000000,0.000000,0.043093,0.000000,0.000000
1,OPAM,CCS,16,0.017127,0.016377,0.658384,0.849066,0.000000,0.000000,0.147763,0.000000,0.000000
1,OPAM,CCS,17,0.018349,0.013715,0.727702,0.664301,0.011364,0.071429,0.079436,0.022727,0.071429
1,OPAM,CCS,18,0.013981,0.013442,0.715954,0.950995,0.000000,0.000000,0.101499,0.000000,0.000000
1,OPAM,CCS,19,0.016292,0.015831,0.641022,1.026629,0.000000,0.000000,0.039500,0.000000,0.000000
1,OPAM,CCS,20,0.011215,0.010534,0.726428,0.504069,0.000000,0.000000,0.080239,0.000000,0.000000
1,OPAM,CCS,21,0.020532,0.019817,0.695759,0.685937,0.039474,0.142857,0.074040,0.204545,0.142857
1,OPAM,CCS,22,0.012043,0.011413,0.739708,0.564162,0.012821,0.071429,0.058060,0.136364,0.071429
1,OPAM,CCS,23,0.023625,0.023625,0.611742,0.687065,0.059524,0.071429,0.081841,0.159091,0.071429
1,OPAM,CCS,24,0.021783,0.021783,0.712409,0.811205,0.011364,0.071429,0.077162,0.022727,0.071429
1,OPAM,CCS,25,0.016726,0.016277,0.648179,0.845328,0.000000,0.000000,0.060406,0.000000,0.000000
1,OPAM,CCS,26,0.025265,0.025053,0.720295,0.573000,0.012821,0.071429,0.081095,0.136364,0.071429
1,OPAM,CCS,27,0.010944,0.010944,0.674628,0.740330,0.034884,0.142857,0.031393,0.113636,0.142857
1,OPAM,CCS,28,0.026399,0.026399,0.687130,0.465977,0.011628,0.071429,0.073840,0.045455,0.071429
1,OPAM,CCS,29,0.010163,0.010163,0.705190,0.553072,0.013158,0.071429,0.192106,0.159091,0.071429
1,OPAM,CCS,30,0.014923,0.014418,0.725882,0.677031,0.037500,0.142857,0.072335,0.159091,0.142857
1,OPAM,CCS,31,0.011253,0.010575,0.731788,0.385303,0.011111,0.000000,0.035398,0.159091,0.000000
1,OPAM,CCS,32,0.023999,0.022807,0.659498,0.504355,0.000000,0.000000,0.125045,0.000000,0.000000
1,OPAM,CCS,33,0.022349,0.021945,0.731828,1.048000,0.036585,0.071429,0.120880,0.227273,0.071429
1,OPAM,CCS,34,0.008679,0.008679,0.735852,0.816551,0.025000,0.071429,0.090078,0.136364,0.071429
1,OPAM,CCS,35,0.018758,0.013691,0.644432,0.914707,0.011111,0.071429,0.052802,0.068182,0.071429
1,OPAM,CCS,36,0.012970,0.012566,0.650981,0.691253,0.000000,0.000000,0.045606,0.000000,0.000000
1,OPAM,CCS,37,0.017133,0.016696,0.666563,0.666145,0.011111,0.000000,0.055999,0.045455,0.000000
1,OPAM,CCS,38,0.016776,0.016776,0.700764,0.979145,0.021739,0.142857,0.057198,0.136364,0.142857
1,OPAM,CCS,39,0.015306,0.015306,0.712695,0.573731,0.000000,0.000000,0.190785,0.000000,0.000000
1,OPAM,CCS,40,0.027301,0.026375,0.667683,1.196089,0.000000,0.000000,0.164822,0.000000,0.000000
1,OPAM,CCS,41,0.018757,0.018757,0.723146,0.452435,0.011111,0.071429,0.108058,0.045455,0.071429
1,OPAM,CCS,42,0.011542,0.011542,0.727822,0.846273,0.012821,0.071429,0.109263,0.136364,0.071429
1,OPAM,CCS,43,0.011245,0.011245,0.715476,1.081949,0.000000,0.000000,0.065822,0.000000,0.000000
1,OPAM,CCS,44,0.035680,0.035255,0.671542,0.702403,0.000000,0.000000,0.172111,0.000000,0.000000
1,OPAM,CCS,45,0.023545,0.023229,0.650820,0.687427,0.000000,0.000000,0.060264,0.000000,0.000000
1,OPAM,CCS,46,0.014312,0.013786,0.730776,0.539070,0.012821,0.071429,0.090791,0.136364,0.071429
1,OPAM,CCS,47,0.013688,0.012561,0.616841,0.746437,0.000000,0.000000,0.024269,0.000000,0.000000
1,OPAM,CCS,48,0.008872,0.008872,0.711760,1.085396,0.025000,0.071429,0.013451,0.136364,0.071429
1,OPAM,CCS,49,0.024047,0.023344,0.730410,0.674248,0.000000,0.000000,0.077689,0.000000,0.000000
1,OPAM,CCS,50,0.012711,0.012115,0.674949,0.754020,0.000000,0.000000,0.063769,0.000000,0.000000
1,RS,CCS,1,0.034490,0.034383,0.663261,0.341914,0.000000,0.000000,0.065264,0.000000,0.000000
1,RS,CCS,2,0.028282,0.028282,0.691929,0.253114,0.000000,0.000000,0.143758,0.000000,0.000000
1,RS,CCS,3,0.039452,0.038386,0.681033,0.476175,0.000000,0.000000,0.145390,0.000000,0.000000
1,RS,CCS,4,0.058294,0.058229,0.602125,0.570467,0.000000,0.000000,0.218276,0.000000,0.000000
1,RS,CCS,5,0.024974,0.022982,0.689513,0.678186,0.000000,0.000000,0.173504,0.000000,0.000000
1,RS,CCS,6,0.029066,0.027714,0.643834,0.774328,0.000000,0.000000,0.178558,0.000000,0.000000
1,RS,CCS,7,0.053970,0.052542,0.594095,0.828296,0.000000,0.000000,0.193964,0.000000,0.000000
1,RS,CCS,8,0.048412,0.047731,0.589512,0.540593,0.000000,0.000000,0.082201,0.000000,0.000000
