Subject,Approach,Cycle,Run,GD,HV,Spread
HPSS,COEVOL,1000,19,0.011266,0.966276,0.502006
HPSS,COEVOL,1000,20,0.009331,0.972317,0.387720
HPSS,COEVOL,1000,21,0.011748,0.975869,0.449675
HPSS,COEVOL,1000,22,0.012529,0.958791,0.711554
HPSS,COEVOL,1000,23,0.012910,0.968550,0.437914
HPSS,COEVOL,1000,24,0.011824,0.985087,0.430481
HPSS,COEVOL,1000,25,0.012891,0.921729,0.666419
HPSS,COEVOL,1000,26,0.010556,0.977408,0.585316
HPSS,COEVOL,1000,27,0.009807,0.975717,0.540304
HPSS,COEVOL,1000,28,0.010014,0.967219,0.625636
HPSS,COEVOL,1000,29,0.006842,0.982428,0.432965
HPSS,COEVOL,1000,30,0.011613,0.977042,0.473252
HPSS,COEVOL,1000,31,0.013835,0.974875,0.387974
HPSS,COEVOL,1000,32,0.010475,0.968826,0.633861
HPSS,COEVOL,1000,33,0.010633,0.980739,0.490272
HPSS,COEVOL,1000,34,0.010594,0.984499,0.660461
HPSS,COEVOL,1000,35,0.007951,0.982054,0.599862
HPSS,COEVOL,1000,36,0.008090,0.978941,0.514491
HPSS,COEVOL,1000,37,0.015906,0.958112,0.443608
HPSS,COEVOL,1000,38,0.011822,0.966396,0.439011
HPSS,COEVOL,1000,39,0.011764,0.973406,0.659938
HPSS,COEVOL,1000,40,0.014904,0.959687,0.707085
HPSS,COEVOL,1000,41,0.012440,0.962978,0.703262
HPSS,COEVOL,1000,42,0.010361,0.977057,0.556883
HPSS,COEVOL,1000,43,0.016920,0.966833,0.385588
HPSS,COEVOL,1000,44,0.013610,0.967475,0.411325
HPSS,COEVOL,1000,45,0.012186,0.967418,0.283620
HPSS,COEVOL,1000,46,0.010513,0.974807,0.600095
HPSS,COEVOL,1000,47,0.008347,0.968036,0.766149
HPSS,COEVOL,1000,48,0.010309,0.975277,0.629131
HPSS,COEVOL,1000,49,0.008262,0.977007,0.816369
HPSS,COEVOL,1000,50,0.011884,0.963143,0.575386
UAV,RS,1000,1,0.061187,0.821962,0.388061
UAV,RS,1000,2,0.043596,0.832454,0.567285
UAV,RS,1000,3,0.089519,0.761771,0.642770
UAV,RS,1000,4,0.081885,0.772922,0.432389
UAV,RS,1000,5,0.094139,0.777933,0.487843
UAV,RS,1000,6,0.076333,0.773991,0.640149
UAV,RS,1000,7,0.069647,0.803569,0.758011
UAV,RS,1000,8,0.077773,0.768389,0.603600
UAV,RS,1000,9,0.095782,0.809859,0.756377
UAV,RS,1000,10,0.053753,0.817111,0.649410
UAV,RS,1000,11,0.083864,0.782723,0.518919
UAV,RS,1000,12,0.092086,0.787258,0.486612
UAV,RS,1000,13,0.069463,0.788135,0.725927
UAV,RS,1000,14,0.049681,0.814153,0.746394
UAV,RS,1000,15,0.086318,0.755272,0.407004
UAV,RS,1000,16,0.054207,0.788097,0.629057
UAV,RS,1000,17,0.080015,0.787496,0.660801
UAV,RS,1000,18,0.075072,0.810035,0.744866
UAV,RS,1000,19,0.071747,0.788456,0.543197
UAV,RS,1000,20,0.054250,0.810624,0.603563
UAV,RS,1000,21,0.048312,0.807419,0.521465
UAV,RS,1000,22,0.067365,0.793627,0.675590
UAV,RS,1000,23,0.057022,0.814233,0.683528
UAV,RS,1000,24,0.059702,0.791503,0.706009
UAV,RS,1000,25,0.088971,0.770334,0.398423
UAV,RS,1000,26,0.083499,0.746529,0.608493
UAV,RS,1000,27,0.076143,0.797908,0.605808
UAV,RS,1000,28,0.075754,0.792803,0.620242
UAV,RS,1000,29,0.094000,0.785719,0.704567
UAV,RS,1000,30,0.059831,0.814505,0.410197
UAV,RS,1000,31,0.058318,0.780054,0.404631
UAV,RS,1000,32,0.074905,0.770272,0.523749
UAV,RS,1000,33,0.091564,0.779237,0.803442
UAV,RS,1000,34,0.083866,0.759346,0.600405
UAV,RS,1000,35,0.107369,0.763610,0.744472
UAV,RS,1000,36,0.073900,0.764896,0.620678
UAV,RS,1000,37,0.048134,0.805223,0.471203
UAV,RS,1000,38,0.060959,0.829367,0.634423
UAV,RS,1000,39,0.057786,0.794215,0.404073
UAV,RS,1000,40,0.078736,0.799027,0.395582
UAV,RS,1000,41,0.059162,0.811552,0.610559
UAV,RS,1000,42,0.057429,0.799747,0.678878
UAV,RS,1000,43,0.091172,0.771649,0.622900
UAV,RS,1000,44,0.068170,0.813493,0.674990
UAV,RS,1000,45,0.057532,0.802546,0.469485
UAV,RS,1000,46,0.038222,0.847974,0.687291
UAV,RS,1000,47,0.061807,0.814015,0.427461
UAV,RS,1000,48,0.071661,0.774244,0.481639
UAV,RS,1000,49,0.072141,0.794886,0.600362
UAV,RS,1000,50,0.126203,0.771926,0.671993
UAV,COEVOL,1000,1,0.020304,0.921294,0.406297
UAV,COEVOL,1000,2,0.020873,0.927929,0.444088
UAV,COEVOL,1000,3,0.016779,0.926083,0.266384
UAV,COEVOL,1000,4,0.021024,0.929114,0.408656
UAV,COEVOL,1000,5,0.018331,0.922524,0.459853
UAV,COEVOL,1000,6,0.018768,0.919898,0.541463
UAV,COEVOL,1000,7,0.011970,0.930370,0.254440
UAV,COEVOL,1000,8,0.021419,0.922217,0.564385
UAV,COEVOL,1000,9,0.016980,0.927584,0.245563
UAV,COEVOL,1000,10,0.022348,0.925033,0.545597
UAV,COEVOL,1000,11,0.019554,0.925522,0.247787
UAV,COEVOL,1000,12,0.020214,0.926549,0.477855
UAV,COEVOL,1000,13,0.022112,0.919996,0.491254
UAV,COEVOL,1000,14,0.018607,0.920412,0.615151
UAV,COEVOL,1000,15,0.022516,0.906054,0.723091
UAV,COEVOL,1000,16,0.015684,0.925064,0.444854
UAV,COEVOL,1000,17,0.015792,0.925009,0.346883
UAV,COEVOL,1000,18,0.018736,0.922267,0.434205
UAV,COEVOL,1000,19,0.018966,0.919004,0.556455
UAV,COEVOL,1000,20,0.020380,0.928671,0.457834
UAV,COEVOL,1000,21,0.020777,0.918300,0.637189
UAV,COEVOL,1000,22,0.017515,0.920631,0.512192
UAV,COEVOL,1000,23,0.020013,0.924181,0.483275
UAV,COEVOL,1000,24,0.019483,0.912616,0.607720
UAV,COEVOL,1000,25,0.014850,0.929067,0.280871
UAV,COEVOL,1000,26,0.017387,0.928706,0.330551
UAV,COEVOL,1000,27,0.019339,0.933143,0.502018
UAV,COEVOL,1000,28,0.013945,0.924468,0.347929
UAV,COEVOL,1000,29,0.020775,0.912089,0.666268
UAV,COEVOL,1000,30,0.020106,0.917753,0.403904
UAV,COEVOL,1000,31,0.019806,0.913169,0.624810
UAV,COEVOL,1000,32,0.018153,0.910938,0.632909
UAV,COEVOL,1000,33,0.018375,0.920714,0.237986
UAV,COEVOL,1000,34,0.019644,0.924334,0.445716
UAV,COEVOL,1000,35,0.019379,0.928739,0.355229
UAV,COEVOL,1000,36,0.021495,0.917140,0.517179
UAV,COEVOL,1000,37,0.022012,0.926612,0.380849
UAV,COEVOL,1000,38,0.018811,0.923823,0.405671
UAV,COEVOL,1000,39,0.021999,0.919671,0.602325
UAV,COEVOL,1000,40,0.020757,0.928842,0.430212
UAV,COEVOL,1000,41,0.019758,0.923098,0.602749
UAV,COEVOL,1000,42,0.018513,0.919111,0.499382
UAV,COEVOL,1000,43,0.018862,0.920480,0.431226
UAV,COEVOL,1000,44,0.017648,0.915074,0.590544
UAV,COEVOL,1000,45,0.018090,0.921408,0.396212
UAV,COEVOL,1000,46,0.018996,0.921967,0.410658
UAV,COEVOL,1000,47,0.019482,0.924715,0.612471
UAV,COEVOL,1000,48,0.019343,0.927569,0.411147
UAV,COEVOL,1000,49,0.016312,0.927664,0.390927
UAV,COEVOL,1000,50,0.017681,0.929121,0.414863
